,filter,instrument,mjd,magpsf,sigmamagpsf,alert
101,r,P48+ZTF,58605.4004282,20.5093113853941,0.102443555470728,False
102,i,P48+ZTF,59045.3078241,18.8706688060302,0.038392747303381,False
103,i,P48+ZTF,58633.2830556,18.5712675146048,0.034517118179444,False
104,g,P48+ZTF,58643.333287,18.4409055593444,0.015741852031428,False
105,g,P48+ZTF,58741.1302083,18.5406787357572,0.035372809026433,False
106,i,P48+ZTF,59015.372581,18.7908711766807,0.031047566889927,False
107,r,P48+ZTF,58663.3172338,18.1435678692774,0.013062018615118,False
108,g,P48+ZTF,58658.2168981,18.2860854539368,0.012636982919174,False
109,r,P48+ZTF,58663.3039005,18.103553300134,0.010975647672821,False
110,r,P48+ZTF,58795.0777431,18.5236440896718,0.051146098214372,False
111,g,P48+ZTF,58646.3185301,18.3681615319396,0.025756700543178,False
112,g,P48+ZTF,58657.2373727,18.3043636454431,0.0134555271035,False
113,g,P48+ZTF,58733.1693519,18.4730587202389,0.026550029822446,False
114,i,P48+ZTF,58616.3191088,19.3414065707707,0.063880518652094,False
115,i,P48+ZTF,58751.1200347,18.193515954278,0.032491640584044,False
116,g,P48+ZTF,58641.2112384,18.5336343229152,0.020592935761118,False
117,g,P48+ZTF,58647.3695602,18.3975275102898,0.026396527620149,False
118,g,P48+ZTF,58718.1508796,18.3032397750985,0.014949124672063,False
119,g,P48+ZTF,58665.2132523,18.2859283557162,0.01139018132633,False
120,g,P48+ZTF,58705.2540741,18.1142832872629,0.020064231682496,False
121,g,P48+ZTF,58691.2275231,18.2320287424395,0.010967142686883,False
122,g,P48+ZTF,58666.2345949,18.3078728017739,0.012372553939251,False
123,g,P48+ZTF,58709.1699769,18.2084200983032,0.024777532533372,False
124,g,P48+ZTF,58657.2350694,18.3059935243841,0.013664527059685,False
125,g,P48+ZTF,58681.1856019,18.2253938663148,0.031738751588222,False
126,r,P48+ZTF,58775.1026042,18.5002303813793,0.024103693232916,False
127,g,P48+ZTF,58727.1702778,18.423329876784,0.015275421347161,False
128,g,P48+ZTF,58639.2565046,18.4730790407999,0.01465854902532,False
129,g,P48+ZTF,58697.2069676,18.2072903997461,0.011282750046429,False
130,r,P48+ZTF,58666.2538542,18.1893486024027,0.012186928780736,False
131,r,P48+ZTF,58654.2123264,18.2123754815269,0.013560370799453,False
132,i,P48+ZTF,58652.2564236,18.1928010010693,0.03545752393197,False
133,r,P48+ZTF,58642.2449769,18.3599665246227,0.013496334940109,False
134,r,P48+ZTF,58657.3823495,18.2314389399334,0.020085506501845,False
135,r,P48+ZTF,58761.1200116,18.5042384203607,0.025793255876078,False
136,i,P48+ZTF,58640.2980208,18.3566607355019,0.023118290549215,False
137,r,P48+ZTF,58663.3025116,18.1637103924375,0.012884367445411,False
138,i,P48+ZTF,58663.1844676,18.0807406807619,0.022343659653773,False
139,g,P48+ZTF,58600.39875,21.1410806069293,0.143374553696419,False
140,g,P48+ZTF,58764.1999769,18.6637674741285,0.068055514034497,False
141,i,P48+ZTF,58986.333912,18.5859403866756,0.026040142827134,False
142,g,P48+ZTF,58640.3350231,18.4616263455251,0.011696075266319,False
143,i,P48+ZTF,59093.2382407,19.0616131593262,0.075164992152396,False
144,g,P48+ZTF,58632.4251389,18.6581162722429,0.019148288798179,False
145,g,P48+ZTF,58618.4412384,19.0865459373828,0.154032500088044,False
146,g,P48+ZTF,58732.1691435,18.5005633384441,0.025002822676226,False
147,r,P48+ZTF,58646.276713,18.3307030090044,0.023907531935878,False
148,i,P48+ZTF,59072.2597917,18.8975110706568,0.039617454685181,False
149,g,P48+ZTF,58708.1516782,18.1152572046736,0.026714787753411,False
150,g,P48+ZTF,58685.1688889,18.2569954545286,0.017143081891873,False
151,r,P48+ZTF,58657.3428588,18.2382663409072,0.016323921030139,False
152,g,P48+ZTF,58747.130544,18.6378140033455,0.021911077632142,False
153,r,P48+ZTF,58675.2328588,18.0981965967181,0.016362518367052,False
154,g,P48+ZTF,58690.1909954,18.243435111777,0.011948655329853,False
155,g,P48+ZTF,58733.2087037,18.4986469355038,0.030570449066127,False
156,i,P48+ZTF,59049.2674769,18.8249238845468,0.028351448543557,False
157,r,P48+ZTF,58618.233912,19.4939354138605,0.093176791367427,False
158,r,P48+ZTF,58605.4197338,20.6439491810824,0.157298345428609,False
159,g,P48+ZTF,58616.4843866,19.4046478132618,0.044380495250966,False
160,g,P48+ZTF,58637.4413426,18.5180103302841,0.014512913737578,False
161,g,P48+ZTF,58638.3578819,18.5381483142538,0.013941946751056,False
162,g,P48+ZTF,58775.1121528,18.7400065009892,0.028192615966104,False
163,g,P48+ZTF,58697.2055556,18.2206377494232,0.011690001748614,False
164,r,P48+ZTF,58644.2964352,18.3642710635823,0.020756751815038,False
165,r,P48+ZTF,58657.3437731,18.1577044951864,0.018145354409238,False
166,i,P48+ZTF,59084.2153472,19.0602816160679,0.064960963718901,False
167,g,P48+ZTF,58739.1212269,18.5561765309164,0.052383616325053,False
168,g,P48+ZTF,58667.3191319,18.2798758439076,0.011631564187792,False
169,r,P48+ZTF,58700.1740162,18.0184281929209,0.011353158434557,False
170,g,P48+ZTF,58708.171956,18.2310247591864,0.024658295075338,False
171,r,P48+ZTF,58642.2783102,18.3892369781968,0.013089988680725,False
172,g,P48+ZTF,58640.3577546,18.4711747579648,0.014166874422264,False
173,g,P48+ZTF,58617.4429167,19.3985281216448,0.027513362859606,False
174,g,P48+ZTF,58681.2098727,18.2682429396375,0.034469299568716,False
175,g,P48+ZTF,58645.2484259,18.3670517753493,0.021398676284159,False
176,g,P48+ZTF,58632.3366551,18.6436420848975,0.015585618271669,False
177,i,P48+ZTF,58962.433287,18.585921240758,0.037750671335692,False
178,g,P48+ZTF,58690.276331,18.2293480170381,0.011308999042111,False
179,i,P48+ZTF,59019.2974074,18.8689965786702,0.036543280436455,False
180,r,P48+ZTF,58628.376331,18.7342943004442,0.023784759167726,False
181,i,P48+ZTF,59032.2722222,18.8299108436347,0.04319422939231,False
182,r,P48+ZTF,58697.1680324,18.0268562706271,0.010969267462685,False
183,g,P48+ZTF,58675.2971644,18.2305380181757,0.019929459760341,False
184,r,P48+ZTF,58639.2975,18.4514088514859,0.017073425045984,False
185,g,P48+ZTF,58743.1448727,18.5987239074846,0.021594255140052,False
186,g,P48+ZTF,58675.3100579,18.294388017452,0.020267951972972,False
187,r,P48+ZTF,58637.315706,18.5079391006105,0.016372629182016,False
188,g,P48+ZTF,58674.1918519,18.2455620759056,0.017659799763845,False
189,r,P48+ZTF,58612.4616551,19.8036910670395,0.042755487143665,False
190,g,P48+ZTF,58647.2163773,18.3696863104871,0.028046229842518,False
191,g,P48+ZTF,58600.3937269,21.3414083254062,0.182775604429015,False
192,r,P48+ZTF,58653.2252894,18.1872605368521,0.022453463912965,False
193,r,P48+ZTF,58711.2843171,18.0902414515639,0.028622359372918,False
194,i,P48+ZTF,58976.4196528,18.6184067872324,0.061931383772277,False
195,g,P48+ZTF,58699.2025926,18.2227390220701,0.011781106679259,False
196,r,P48+ZTF,58672.2290625,18.166790033217,0.01322719097703,False
197,g,P48+ZTF,58750.1359606,18.6343319722291,0.03102631076177,False
198,r,P48+ZTF,58677.236169,18.221317532646,0.025092304288292,False
199,r,P48+ZTF,58674.2284606,18.1630724619024,0.017720399593586,False
200,r,P48+ZTF,58792.1100694,18.5386632432876,0.058862761741294,False
201,g,P48+ZTF,58616.4565741,19.4333909385548,0.030832559279692,False
202,r,P48+ZTF,58674.2112037,18.1715354770343,0.021613202317651,False
203,g,P48+ZTF,58693.2370139,18.2372598072442,0.014472584723099,False
204,r,P48+ZTF,58641.3335995,18.3943781245229,0.011407746787872,False
205,r,P48+ZTF,58732.2116898,18.2335211435729,0.027741176855806,False
206,g,P48+ZTF,58686.2856366,18.2828448924922,0.016319366610231,False
207,i,P48+ZTF,59024.3198843,18.7460199372943,0.044860077474025,False
208,g,P48+ZTF,58639.4554977,18.4864094175143,0.012697173257281,False
209,r,P48+ZTF,58661.3060995,18.1670471767743,0.012375768275955,False
210,r,P48+ZTF,58616.3771065,19.3508019632495,0.036844495679115,False
211,g,P48+ZTF,58711.2402199,18.2553137417567,0.028346345898656,False
212,r,P48+ZTF,58600.4695833,21.1374673818985,0.166112300640484,False
213,i,P48+ZTF,58671.1821412,17.9773877310927,0.018687381323453,False
214,r,P48+ZTF,58608.3406019,20.0695524602072,0.111703394915653,False
215,r,P48+ZTF,58644.2768056,18.3053970125113,0.015964590600888,False
216,g,P48+ZTF,58685.2061921,18.2805895313869,0.012273645968899,False
217,g,P48+ZTF,58632.4390046,18.7573993044963,0.023791789588901,False
218,i,P48+ZTF,59076.2272917,18.889988799136,0.039659953908484,False
219,r,P48+ZTF,58675.2452778,18.1559053591401,0.018037921312119,False
220,r,P48+ZTF,58668.3209722,18.1409799426759,0.012211104855613,False
221,g,P48+ZTF,58716.2646412,18.2639999559477,0.029906749908043,False
222,r,P48+ZTF,58632.3005787,18.6799012358973,0.021739860625333,False
223,r,P48+ZTF,58634.3540625,18.6534400048146,0.017745449426375,False
224,i,P48+ZTF,58636.2983333,18.4776226322694,0.026097751420051,False
225,g,P48+ZTF,58712.1475463,18.2283673037224,0.020015443713199,False
226,r,P48+ZTF,58617.3378704,19.1984335255116,0.042395608581534,False
227,g,P48+ZTF,58694.2278125,18.2447249864128,0.011197850243802,False
228,r,P48+ZTF,58643.2948032,18.3485545115515,0.019901198996695,False
229,r,P48+ZTF,58642.2711111,18.4171272558733,0.01355657894116,False
230,g,P48+ZTF,58740.145706,18.5288777958286,0.047324290255199,False
231,g,P48+ZTF,58650.2134028,18.3348439387014,0.038469412482151,False
232,g,P48+ZTF,58743.1219097,18.5562316032703,0.023855120016355,False
233,g,P48+ZTF,58741.1218519,18.5726559335644,0.034636004157363,False
234,g,P48+ZTF,58608.3175116,20.1918295624513,0.087119819084955,False
235,g,P48+ZTF,58672.3310069,18.3007656555387,0.011133186731365,False
236,i,P48+ZTF,58980.3760185,18.6403427005491,0.041898149048625,False
237,r,P48+ZTF,58681.2686806,18.1116567865185,0.026885799012933,False
238,r,P48+ZTF,58635.2856944,18.574868638932,0.013874798603521,False
239,g,P48+ZTF,58732.1479745,18.4995375753058,0.024854460405835,False
240,g,P48+ZTF,58607.4359954,20.2607067104819,0.0626808308153,False
241,g,P48+ZTF,58718.1753241,18.259809243743,0.012723617045735,False
242,g,P48+ZTF,58729.1333218,18.4900950292939,0.079965575080658,False
243,r,P48+ZTF,58617.3178704,19.2296751752466,0.042093357973591,False
244,g,P48+ZTF,58644.2139931,18.4373087462209,0.018800451582792,False
245,r,P48+ZTF,58608.3577431,19.9804127094561,0.101026433274564,False
246,g,P48+ZTF,58725.1723264,18.3941620096483,0.020792109243709,False
247,g,P48+ZTF,58785.1150116,18.756471385671,0.039370918735313,False
248,r,P48+ZTF,58661.3159028,18.2084489198229,0.012230865388317,False
249,r,P48+ZTF,58638.2892014,18.4757082004784,0.015587161058508,False
250,i,P48+ZTF,58627.453912,18.8489398566239,0.038525194694618,False
251,r,P48+ZTF,58742.1204514,18.2068221369953,0.041640762813162,False
252,g,P48+ZTF,58795.1097917,18.7682626791894,0.086547992880007,False
253,g,P48+ZTF,58738.1211806,18.5750126303697,0.057784088643837,False
254,r,P48+ZTF,58632.3305208,18.6667781812429,0.02113239274314,False
255,i,P48+ZTF,58747.1125694,18.1073002849148,0.056933594010201,False
256,r,P48+ZTF,58608.3795718,20.192786800817,0.154460602652167,False
257,g,P48+ZTF,58724.1846528,18.3800702983524,0.012679244784397,False
258,r,P48+ZTF,58639.3164583,18.4265851729888,0.019569335728638,False
259,g,P48+ZTF,58714.149838,18.2318579037727,0.018617597785455,False
260,r,P48+ZTF,58655.2106597,18.2945136445183,0.020026325832669,False
261,g,P48+ZTF,58635.4209838,18.5886380847353,0.013315259323633,False
262,g,P48+ZTF,58718.2672106,18.2522687283554,0.013714994654381,False
263,r,P48+ZTF,58702.1704051,18.0683910698139,0.079289499425644,False
264,r,P48+ZTF,58619.3503935,19.1587712003273,0.104550659928347,False
265,g,P48+ZTF,58682.1926852,18.2981659508797,0.024225742356082,False
266,g,P48+ZTF,58685.291412,18.2443397049521,0.01883976669646,False
267,r,P48+ZTF,58628.3596065,18.7583367630072,0.024047225405463,False
268,r,P48+ZTF,58654.3585417,18.2789472850248,0.026980685482548,False
269,g,P48+ZTF,58778.1221644,18.8032155202311,0.040766121795067,False
270,g,P48+ZTF,58737.1303819,18.5591862721456,0.039265717305208,False
271,g,P48+ZTF,58684.2111806,18.2977384159427,0.013867595381219,False
272,i,P48+ZTF,58997.3164583,18.6197247346215,0.03009481944109,False
273,g,P48+ZTF,58686.2085648,18.2492745507354,0.010496929925034,False
274,r,P48+ZTF,58607.3615509,20.1463187595633,0.062394250569195,False
275,i,P48+ZTF,58971.4614815,18.6642851394753,0.031059408324391,False
276,r,P48+ZTF,58672.2065278,18.1402797163148,0.013010457038406,False
277,r,P48+ZTF,58618.3566898,19.2508636388374,0.054436323884411,False
278,g,P48+ZTF,58698.1931134,18.1922807532992,0.016036846287543,False
279,i,P48+ZTF,58733.1451736,18.0389857644243,0.020305522798341,False
280,g,P48+ZTF,58605.4842593,20.4248741701052,0.10180205805442,False
281,g,P48+ZTF,58732.1433449,18.4333402870811,0.022779099887689,False
282,r,P48+ZTF,58685.3234144,18.1088670385155,0.016753560023807,False
283,g,P48+ZTF,58654.2979167,18.3097667547171,0.032917556934755,False
284,r,P48+ZTF,58670.3125926,18.1738533939972,0.012027443098245,False
285,r,P48+ZTF,58698.1588773,18.0722261795877,0.0370940589389,False
286,g,P48+ZTF,58670.282338,18.3025961743937,0.012146220502495,False
287,r,P48+ZTF,58647.2741319,18.2776783976988,0.023951811543391,False
288,r,P48+ZTF,58627.3956019,18.758213711682,0.025466495471503,False
289,r,P48+ZTF,58691.1911343,18.0816444259701,0.011743757612033,False
290,g,P48+ZTF,58728.1513079,18.4499688255368,0.015597371135664,False
291,g,P48+ZTF,58798.0992477,18.8757757905279,0.127881095640749,False
292,g,P48+ZTF,58641.2121528,18.469652927665,0.017898999595581,False
293,g,P48+ZTF,58635.4428125,18.610593266542,0.015301147208114,False
294,g,P48+ZTF,58647.3704861,18.3389212750112,0.022400390397013,False
295,g,P48+ZTF,58643.353287,18.4630892632516,0.014934690985475,False
296,g,P48+ZTF,58708.1728819,18.1444502155761,0.026221469295469,False
297,g,P48+ZTF,58608.4022685,20.2438475736666,0.084907338811121,False
298,g,P48+ZTF,58681.1906944,18.292590839417,0.036956056842395,False
299,g,P48+ZTF,58681.1865394,18.3207416254909,0.034768364061329,False
300,r,P48+ZTF,58696.3477778,18.0695663998717,0.013588494589818,False
301,g,P48+ZTF,58639.4313542,18.4958763177913,0.012868072399985,False
302,r,P48+ZTF,58737.1868287,18.3322716431834,0.036476411249681,False
303,i,P48+ZTF,58685.3056481,17.9397334625234,0.020322410807056,False
304,g,P48+ZTF,58607.4166204,20.3071811423881,0.069980608871082,False
305,r,P48+ZTF,58643.2557639,18.3455629179219,0.01625422241258,False
306,g,P48+ZTF,58771.1101736,18.7153766581937,0.057252112732705,False
307,r,P48+ZTF,58647.2750347,18.2556814153722,0.020185720936081,False
308,g,P48+ZTF,58674.3544676,18.2689281053403,0.012652105691576,False
309,g,P48+ZTF,58713.2279167,18.5437541442331,0.186180142988486,False
310,g,P48+ZTF,58734.1871296,18.5839359493501,0.043051463353782,False
311,r,P48+ZTF,58643.2781019,18.3413985790437,0.01801593462059,False
312,g,P48+ZTF,58672.3012847,18.2785191752314,0.009950512814951,False
313,g,P48+ZTF,58600.3997106,21.4072711792216,0.183018218899339,False
314,g,P48+ZTF,58712.1903935,18.1968875168768,0.02801380009141,False
315,g,P48+ZTF,58673.3193981,18.2783420961429,0.012081064479005,False
316,g,P48+ZTF,58644.3404167,18.3847153191111,0.014283189949927,False
317,r,P48+ZTF,58728.205162,18.1471189658477,0.015318206578857,False
318,i,P48+ZTF,59067.2321065,19.0271377205493,0.05127855886118,False
319,r,P48+ZTF,58655.1927546,18.2458393319842,0.016468523037486,False
320,g,P48+ZTF,58644.341331,18.3698144012255,0.014701941809567,False
321,g,P48+ZTF,58671.2839005,18.2787630787698,0.012585141733241,False
322,g,P48+ZTF,58711.2210532,18.2088144204036,0.02532358552418,False
323,r,P48+ZTF,58703.1685532,18.1491941185322,0.031058114973675,False
324,g,P48+ZTF,58618.4196181,19.0902815379006,0.092122523119228,False
325,g,P48+ZTF,58678.2869676,18.3598586112941,0.033283029612294,False
326,g,P48+ZTF,58693.288044,18.2436364215989,0.013510536623199,False
327,g,P48+ZTF,58743.1204514,18.5815520768247,0.026114462855426,False
328,g,P48+ZTF,58635.475162,18.5729396585764,0.028092625898379,False
329,g,P48+ZTF,58716.1855093,18.2607277208478,0.012337067722812,False
330,g,P48+ZTF,58740.1226273,18.4804361136248,0.041513660306314,False
331,g,P48+ZTF,58655.2727894,18.3631303351386,0.036036760063076,False
332,g,P48+ZTF,58789.1253241,18.9012514636891,0.088724734171948,False
333,r,P48+ZTF,58695.2337731,18.197126173507,0.014431003394102,False
334,i,P48+ZTF,58953.4600694,18.5453057282729,0.045221922189424,False
335,g,P48+ZTF,58734.208588,18.5103222071501,0.038582235140392,False
336,g,P48+ZTF,58712.1731019,18.2333407606856,0.022746425843537,False
337,r,P48+ZTF,58682.2822917,18.1000097214431,0.018051221288841,False
338,r,P48+ZTF,58733.2480208,18.2796769870825,0.029505210370589,False
339,g,P48+ZTF,58641.2345023,18.3653219352983,0.030180217402853,False
340,i,P48+ZTF,59063.2108102,18.9556370053239,0.056369871343052,False
341,i,P48+ZTF,58667.1803009,18.0786685001892,0.021755996705262,False
342,g,P48+ZTF,58699.180787,18.1802606000843,0.01334365520993,False
343,g,P48+ZTF,58617.4201968,19.303510841793,0.035292003288856,False
344,g,P48+ZTF,58738.1336574,18.5186844719489,0.040684830476781,False
345,i,P48+ZTF,58966.4845023,18.5225017211443,0.024635809817332,False
346,r,P48+ZTF,58640.2553935,18.3947508361695,0.014830996618863,False
347,i,P48+ZTF,58991.3358681,18.6210823221445,0.037911401802175,False
348,r,P48+ZTF,58646.3086574,18.2639936217687,0.036638925178219,False
349,g,P48+ZTF,58682.1877662,18.2880136517169,0.020669098641423,False
350,g,P48+ZTF,58642.4169444,18.4458963058141,0.011142690201972,False
351,i,P48+ZTF,59088.1908796,18.9741552452085,0.064934253615914,False
352,g,P48+ZTF,58725.165706,18.3724210136864,0.024275876444151,False
353,i,P48+ZTF,58659.1799653,18.1637860766175,0.025385989723502,False
354,g,P48+ZTF,58673.3099306,18.3069920811756,0.013542038054957,False
355,g,P48+ZTF,58682.2109954,18.306638836569,0.024018475371407,False
356,r,P48+ZTF,58709.2565972,18.011304673813,0.021479977547032,False
357,r,P48+ZTF,58654.3506366,18.2897893342782,0.030310392196527,False
358,r,P48+ZTF,58640.2798843,18.4030726156953,0.013700927460892,False
359,r,P48+ZTF,58678.2301736,18.1626502287606,0.02296264909149,False
360,r,P48+ZTF,58728.2348495,18.3013324621313,0.021946606064944,False
361,g,P48+ZTF,58700.2569907,18.1963980902763,0.01316690365477,False
362,g,P48+ZTF,58617.4154398,19.3803195779574,0.041107483625453,False
363,r,P48+ZTF,59001.2934028,19.2848809224395,0.017261569233363,False
364,r,P48+ZTF,58616.3966204,19.3666089011618,0.032317375284835,False
365,g,P48+ZTF,58718.1743981,18.2549631082976,0.012049229800918,False
366,r,P48+ZTF,58638.2681713,18.4901921186013,0.014576722611419,False
367,r,P48+ZTF,58654.3430324,18.2462245721003,0.022904352034525,False
368,r,P48+ZTF,58686.3058796,18.1209335983053,0.015563915034223,False
369,r,P48+ZTF,58691.1868519,18.1063119748622,0.010845268304975,False
370,r,P48+ZTF,58633.3536458,18.6555817220729,0.018890138123576,False
371,r,P48+ZTF,58635.2866088,18.5256392659251,0.013492869288196,False
372,r,P48+ZTF,58612.4221,19.8866329193115,0.184791877865791,True
373,g,P48+ZTF,58642.3871,18.4279155731201,0.0593221783638,True
374,g,P48+ZTF,58657.2155,18.3060398101807,0.070372961461544,True
375,r,P48+ZTF,58734.1446,18.3383331298828,0.065493896603584,True
376,r,P48+ZTF,58873.5351,18.7113246917725,0.091891415417194,True
