sigma,sigma.err,ampl,ampl.err,fval,chi2,chi2dof,filename,humidity,filter,obsmjd,ccdid,amp_id,gain,readnoi,darkcur,magzp,magzpunc,magzprms,clrcoeff,clrcounc,zpclrcov,zpmed,zpavg,zprmsall,clrmed,clravg,clrrms,qid,rcid,seeing,maglim,status,filterid,fieldid,moonalt,moonillf,target_x,target_y,data_hasnan
4.847219619156226,0.13823810404692183,1721.1515035531645,17.060436757733093,3746.6453411383204,623.8860473632812,1.0014222269073536,ztf_20190626247442_000634_zr_c10_o.fits,40.0,ZTF_r,58660.2474884,10,3,6.2,10.0,1.0,26.223005,1.8601e-06,0.022624,0.095268,4.1297e-06,-2.54e-06,26.275499,26.281507,0.034315,0.515,0.614,0.270817,4,39,1.503,21.85,1,2,634,-31.5879,-0.421095,1876.2898826686423,617.9262887582198,False
6.747442492336452,0.18990265591188976,601.386480830162,23.282118674928686,4160.14266593224,623.9061279296875,1.0014544589561598,ztf_20190514317870_000634_zr_c10_o.fits,41.0,ZTF_r,58617.3178704,10,3,6.2,10.0,1.0,26.178004,1.5858e-06,0.020959,0.100555,3.5511e-06,-2.17e-06,26.233999,26.239538,0.034179,0.515,0.612,0.268493,4,39,1.523,21.15,1,2,634,33.0913,0.752041,1865.683060050617,780.9714726284265,False
6.169238600008034,0.17677091488149763,7.029529649975802,25.827686833889114,4048.28295247235,624.0585327148438,1.0016990894299258,ztf_20190407480567_000634_zr_c10_o.fits,29.0,ZTF_r,58580.4805903,10,3,6.2,10.0,1.0,26.09296,1.636e-06,0.021189,0.102896,3.6343e-06,-2.24e-06,26.15,26.156247,0.034784,0.518,0.615,0.268081,4,39,2.007,20.97,1,2,634,-37.7505,0.0450666,1833.709088856918,880.2007173904566,False
3.275280375852102,0.0897257866514287,500.4087298908362,12.795053923168352,3256.668783431011,624.015625,1.001630216693419,ztf_20190513455648_000634_zg_c10_o.fits,30.0,ZTF_g,58616.4556597,10,3,6.2,10.0,1.0,26.166209,1.8678e-06,0.022707,-0.0777,4.1922e-06,-2.56e-06,26.125999,26.118712,0.030815,0.515,0.611,0.268106,4,39,1.802,22.07,1,1,634,-14.082,0.661307,1848.7871226436732,790.3871708389563,False
6.4260884007915156,0.18390302042050846,416.8584371293407,20.309668720773654,4099.143790080421,623.9139404296875,1.0014669990845706,ztf_20200819247674_000634_zi_c10_o.fits,33.0,ZTF_i,59080.2476852,10,3,6.4,9.5,1.0,25.599027,7.891e-07,0.021712,0.19383,6.3741e-06,-1.81e-06,25.645,25.654191,0.0456,0.208,0.285,0.206878,4,39,1.374,20.84,1,3,634,-32.775,0.000266134,1856.6434451171592,762.8762589335555,False
5.404430207531754,0.1484250976384604,1850.9889568669432,18.835992776445828,3882.713634667354,623.9559326171875,1.0015344022747792,ztf_20190802167998_000634_zr_c10_o.fits,23.0,ZTF_r,58697.1680324,10,3,6.2,10.0,1.0,26.195487,1.4557e-06,0.020052,0.098143,3.2489e-06,-1.99e-06,26.25,26.255672,0.033099,0.518,0.613,0.268322,4,39,1.531,21.54,1,2,634,-5.30097,0.0162059,1920.369809235415,806.9969320870782,False
5.096496498290048,0.1452661669177368,1657.0235839812879,19.14390975702021,3809.3949172732355,623.9584350585938,1.001538419034661,ztf_20190627306088_000634_zr_c10_o.fits,2.0,ZTF_r,58661.3060995,10,3,6.2,10.0,1.0,26.215382,1.4852e-06,0.020308,0.10061,3.3012e-06,-2.03e-06,26.271,26.277117,0.033991,0.514,0.614,0.270927,4,39,1.697,21.59,1,2,634,-20.7637,-0.320321,1901.8715566238623,637.8769259730572,False
7.314412159681326,0.2064811600741028,1504.4713616530244,27.50975364475805,4261.001621804467,623.9139404296875,1.0014669990845706,ztf_20190711297141_000634_zg_c10_o.fits,47.0,ZTF_g,58675.2971644,10,3,6.2,10.0,1.0,26.173935,2.7861e-06,0.027683,-0.039739,6.3769e-06,-3.86e-06,26.153,26.149891,0.029634,0.512,0.605,0.266116,4,39,1.803,21.02,1,1,634,18.649,0.700288,1878.4155436301826,792.9281706548345,False
5.243818035970614,0.15579611072614857,-39.34448740021069,27.18005865459969,3845.0047526639482,623.9367065429688,1.001503541802518,ztf_20180519377211_000634_zr_c10_o.fits,55.0,ZTF_r,58257.3772801,10,3,5.98255228490323,10.0,1.0,26.275,1.9234e-06,0.022899,0.11466,4.2962e-06,-2.64e-06,26.302,26.308303,0.038181,0.519,0.614,0.266459,4,39,2.845,21.1,1,2,634,-26.8144,0.199893,1794.5920119190994,1018.0472363255595,False
6.366189816694274,0.17714660635844717,29.581635696158777,23.29501848272255,4087.4195243811364,623.87255859375,1.001400575591894,ztf_20180814326134_000634_zi_c10_o.fits,48.0,ZTF_i,58344.3261574,10,3,6.2,10.0,1.0,25.561323,8.526e-07,0.022437,0.196373,6.8875e-06,-1.96e-06,25.607,25.617279,0.046325,0.21,0.285,0.206386,4,39,1.876,20.48,1,3,634,-38.175,0.119166,1805.011927323465,1062.3784418391651,False
4.3660194999872965,0.010066056721960686,1431.9237697817864,17.862768718100657,3616.163462283591,625.177001953125,1.003494385157504,ztf_20190709309919_000634_zg_c10_o.fits,22.0,ZTF_g,58673.3099306,10,3,6.2,10.0,1.0,26.19696,2.4008e-06,0.025842,-0.067983,5.3903e-06,-3.29e-06,26.162001,26.155418,0.031631,0.514,0.611,0.268307,4,39,1.947,21.62,1,1,634,1.94762,0.485127,1872.04725227624,792.658104044737,False
6.497726873413245,0.1814562778069254,18.822935779676577,30.265290754648,4112.732601472134,623.648681640625,1.0010412225371188,ztf_20190301476678_000634_zr_c10_o.fits,17.0,ZTF_r,58543.4766898,10,3,6.2,10.0,1.0,22.241018,0.0006779661,0.096716,0.103915,0.0019473335,-0.00110252,22.2985,22.299851,0.098245,0.524,0.566,0.166151,4,39,2.427,17.11,1,2,634,1.52332,-0.22363,1823.9621797058155,848.9658337192996,False
6.402195343818052,0.17764682125800907,492.50558676287886,20.316371602480213,4094.484057570121,623.92822265625,1.0014899240068218,ztf_20200624319884_000634_zi_c10_o.fits,8.0,ZTF_i,59024.3198843,10,3,6.4,9.5,1.0,25.477439,1.3225e-06,0.027725,0.190577,1.10282e-05,-3.11e-06,25.524,25.531218,0.047243,0.207,0.282,0.20072,4,39,1.437,20.7,1,3,634,-22.835,0.105089,1933.2364390739237,801.8433461531342,False
4.937863334624412,0.14275168665823482,10.117308522848221,20.13553174724502,3769.861146473383,623.9771728515625,1.0015684957488964,ztf_20190330521435_000634_zg_c10_o.fits,28.0,ZTF_g,58572.5217708,10,3,6.2,10.0,1.0,26.234319,2.0879e-06,0.024078,-0.052687,4.681e-06,-2.86e-06,26.207001,26.202102,0.027928,0.514,0.611,0.268574,4,39,1.911,21.37,1,1,634,18.1587,-0.283706,1829.800892584087,850.1291776913163,False
5.400058115713795,0.1506544327929407,-17.341473717740737,20.762453008882797,3881.7026198184267,623.9291381835938,1.00149139355312,ztf_20180614371181_000634_zr_c10_o.fits,20.0,ZTF_r,58283.3711921,10,3,6.1436304112005,10.0,1.0,26.275,1.1941e-06,0.018102,0.100371,2.6729e-06,-1.64e-06,26.330999,26.33801,0.032255,0.518,0.613,0.265977,4,39,1.811,21.53,1,2,634,-36.4752,0.00439001,1805.0555461781873,930.8834789591516,False
6.784487604215525,0.18953016905370448,1376.259178689326,45.62375338750139,4166.9101804850425,623.8410034179688,1.0013499252294844,ztf_20190621272708_000634_zg_c10_o.fits,35.0,ZTF_g,58655.2727894,10,3,6.2,10.0,1.0,26.209831,6.6602e-06,0.03791,-0.028836,1.81793e-05,-1.015e-05,26.197001,26.193728,0.038504,0.482,0.558,0.233499,4,39,3.721,20.15,1,1,634,6.61041,-0.855653,1876.197035043083,602.0450826058986,False
4.1882214423480315,0.027379894314809278,14.563757706183459,27.277006577611598,3563.8883967946686,624.8712158203125,1.0030035566939206,ztf_20180524435220_000634_zg_c10_o.fits,22.0,ZTF_g,58262.4352315,10,3,5.84841634682171,10.0,1.0,26.325,3.8444e-06,0.032363,-0.010391,8.6839e-06,-5.3e-06,26.238001,26.23515,0.032481,0.515,0.61,0.266125,4,39,3.917,21.02,1,1,634,-6.27661,0.741865,1800.864797955782,1003.1290681157042,False
7.852468061964612,0.22150979793357548,197.9208366629536,31.38280126018272,4349.715184751765,623.8562622070312,1.001374417667787,ztf_20190426252083_000634_zg_c10_o.fits,56.0,ZTF_g,58599.2523843,10,3,6.2,10.0,1.0,27.203639,9.2e-07,0.016014,-0.046341,2.0498e-06,-1.26e-06,27.179001,27.175209,0.020298,0.517,0.613,0.269151,4,39,1.867,21.91,1,1,634,-30.6284,-0.565792,1845.2608969201383,848.2220444372007,False
5.703703880368754,0.15883618969621005,-2.244780168245777,21.138696259677985,3950.030219853958,623.8942260742188,1.0014353548542838,ztf_20190330433924_000634_zr_c10_o.fits,34.0,ZTF_r,58572.4339468,10,3,6.2,10.0,1.0,26.143923,1.7109e-06,0.021702,0.100226,3.8088e-06,-2.34e-06,26.200001,26.205485,0.034543,0.518,0.614,0.268134,4,39,1.618,21.3,1,2,634,-3.77835,-0.29122,1826.2142244149654,841.1642865636636,False
4.095510840341153,0.1141971636977458,-0.30275299426561464,20.02234037539616,3536.051378047102,623.9691162109375,1.0015555637414728,ztf_20180328507859_000634_zg_c10_o.fits,25.0,ZTF g,58205.5079282,10,3,6.2,10.0,1.0,26.251058,2.7357e-06,0.027457,-0.035632,6.1362e-06,-3.75e-06,26.233999,26.22926,0.029065,0.515,0.612,0.267573,4,39,2.498,21.29,1,1,634,-2.22249,0.889114,1847.8153750080414,897.256329626696,False
7.0613043897184955,0.19689277818517795,37.025869909123344,31.812972604508754,4216.967644440495,623.8994750976562,1.0014437802530598,ztf_20190413374155_000634_zr_c10_o.fits,50.0,ZTF_r,58586.3741898,10,3,6.2,10.0,1.0,26.202447,2.2643e-06,0.024954,0.105353,5.0447e-06,-3.1e-06,26.261999,26.267148,0.037661,0.518,0.614,0.267739,4,39,2.346,20.8,1,2,634,5.57968,0.567109,1830.4535207992487,860.7857850811575,False
7.59219100422388,0.21216411328432339,20.98763857267144,26.354546829173476,4307.597754392013,623.8658447265625,1.001389798919041,ztf_20190404456470_000634_zr_c10_o.fits,25.0,ZTF_r,58577.4565046,10,3,6.2,10.0,1.0,24.815904,1.14918e-05,0.055248,0.098389,2.55561e-05,-1.571e-05,24.871,24.876397,0.061203,0.519,0.615,0.267669,4,39,1.702,19.85,1,2,634,-31.579,-0.00798693,1835.2197858602096,881.7701143907025,False
12.44568335595743,0.34737527718483985,-15.356776950070127,59.96527790151312,4925.32009700596,623.7353515625,1.0011803395866774,ztf_20180330472014_000634_zg_c10_o.fits,26.0,ZTF g,58207.472037,10,3,5.96790027865209,10.0,1.0,26.325,6.1246e-06,0.035516,-0.027523,1.6982e-05,-9.45e-06,26.263,26.263345,0.036058,0.485,0.556,0.226101,4,39,2.452,20.14,1,1,634,24.2628,0.986654,1846.386116523525,899.205023845724,False
5.955128606438284,0.1639910037712668,1156.3813529400272,19.680704266176086,4004.104127201178,624.02978515625,1.0016529456761638,ztf_20190830229398_000634_zi_c10_o.fits,36.0,ZTF_i,58725.2294097,10,3,6.2,10.0,1.0,25.591589,7.35e-07,0.020839,0.19292,5.9814e-06,-1.7e-06,25.636,25.64638,0.04478,0.208,0.284,0.205452,4,39,1.646,20.81,1,3,634,-34.3029,-0.000709483,1854.9090954288304,780.1768987385738,False
5.493686570515875,0.0675632313164448,234.75177507081946,21.86262010729102,3903.304565806946,625.132080078125,1.0034222794191412,ztf_20190505357743_000634_zr_c10_o.fits,46.0,ZTF_r,58608.3577431,10,3,6.2,10.0,1.0,25.906377,3.2063e-06,0.029896,0.100108,7.1619e-06,-4.39e-06,25.964001,25.967694,0.040256,0.515,0.613,0.269287,4,39,1.925,21.04,1,2,634,-43.5496,0.00184496,1850.2171252509017,767.3699775203817,False
3.5873068779910566,0.09943586938127068,224.66380326359615,14.443273807239988,3370.419362253852,624.01416015625,1.0016278654193418,ztf_20190504416586_000634_zg_c10_o.fits,22.0,ZTF_g,58607.4166204,10,3,6.2,10.0,1.0,26.185223,1.9795e-06,0.023388,-0.05065,4.4588e-06,-2.72e-06,26.16,26.15432,0.027036,0.514,0.61,0.267768,4,39,1.797,21.91,1,1,634,-34.4751,-0.00310236,1855.836416212081,784.3339794342239,False
4.611960420937515,0.12866653691535102,22.876783954913307,19.711615534220666,3684.662422102498,624.0670166015625,1.001712707225622,ztf_20190407441690_000634_zg_c10_o.fits,39.0,ZTF_g,58580.4417014,10,3,6.2,10.0,1.0,25.790055,3.9241e-06,0.032573,-0.047652,8.9662e-06,-5.44e-06,25.766001,25.76116,0.034927,0.514,0.606,0.264532,4,39,2.147,20.97,1,1,634,-43.7005,0.04341,1827.3611758628986,877.8033391172345,False
6.56370619261005,0.18329724258985267,-0.807809133418348,23.910773387330842,4125.463967195373,623.7530517578125,1.0012087508151084,ztf_20190407463750_000634_zr_c10_o.fits,30.0,ZTF_r,58580.4637616,10,3,6.2,10.0,1.0,25.89385,1.8122e-06,0.022269,0.100685,4.0372e-06,-2.48e-06,25.948,25.955706,0.034933,0.519,0.614,0.267314,4,39,1.593,20.89,1,2,634,-40.6408,0.0443602,1840.3133641475376,883.0138529878681,False
3.7748213631145004,0.10684381305257733,89.86900722068955,15.12158106711897,3434.1065341229023,623.9906005859375,1.0015900490946028,ztf_20190427393727_000634_zg_c10_o.fits,27.0,ZTF_g,58600.3937269,10,3,6.2,10.0,1.0,26.223582,1.9516e-06,0.023189,-0.068947,4.3412e-06,-2.67e-06,26.188,26.181223,0.029672,0.518,0.614,0.26851,4,39,1.899,21.92,1,1,634,0.663793,-0.457028,1857.4347421718446,884.5951585357418,False
5.087299606616067,0.1393101639083369,970.5730088028565,19.595289885611333,3807.095211772622,623.9334716796875,1.001498349405598,ztf_20190921130532_000634_zg_c10_o.fits,51.0,ZTF_g,58747.130544,10,3,6.2,10.0,1.0,26.105403,2.1845e-06,0.024642,-0.065189,4.8768e-06,-2.99e-06,26.070999,26.065454,0.030247,0.515,0.613,0.269061,4,39,1.828,21.47,1,1,634,-27.6737,-0.604709,1897.222782048592,819.5234821918365,False
12.854151618616747,0.364369041341215,840.3807433281072,44.502152096095394,4965.587792467237,623.5938720703125,1.000953245698736,ztf_20200906273032_000634_zi_c10_o.fits,12.0,ZTF_i,59098.2730324,10,3,6.4,9.5,1.0,26.398961,5.505e-07,0.018043,0.193771,4.5505e-06,-1.29e-06,26.441999,26.453686,0.043277,0.208,0.282,0.203005,4,39,1.705,20.55,1,3,634,27.1501,-0.85556,1845.941336161409,919.4073977244075,False
4.590361961851561,0.12608356900764742,931.1962465633162,17.129886774832265,3678.61101031151,623.9461669921875,1.0015187271142656,ztf_20190607195486_000634_zg_c10_o.fits,75.0,ZTF_g,58641.1954977,10,3,6.2,10.0,1.0,25.871748,2.6704e-06,0.027432,-0.064402,5.9605e-06,-3.65e-06,25.837999,25.832323,0.032503,0.514,0.612,0.270689,4,39,1.743,21.43,1,1,634,17.8002,0.175913,1895.0429138078628,749.6745068218344,False
6.567924149723242,0.1872782900126119,1180.4089580951604,22.131281921497944,4126.351146674587,623.8168334960938,1.001311129207213,ztf_20190721305648_000634_zi_c10_o.fits,31.0,ZTF_i,58685.3056481,10,3,6.2,10.0,1.0,25.620413,7.698e-07,0.021351,0.191676,6.2613e-06,-1.78e-06,25.665001,25.674872,0.044804,0.207,0.284,0.205501,4,39,1.554,20.75,1,3,634,19.6685,-0.831314,1875.0026994498146,800.432438320367,False
17.117493924997387,0.4653774283597469,1135.9500017506728,79.25172698773198,5323.648986660832,623.5839233398438,1.0009372766289626,ztf_20190914263982_000634_zr_c10_o.fits,45.0,ZTF_r,58740.2639815,10,3,6.2,10.0,1.0,26.038777,7.1129e-06,0.043377,0.117101,1.60428e-05,-9.79e-06,26.105,26.110206,0.053472,0.514,0.61,0.267016,4,39,2.483,19.46,1,2,634,42.9525,-0.999927,1843.5585924310415,739.7363472091353,False
5.053266867928955,0.1403358064171665,1519.688067816944,23.158437105367682,3798.676474844329,623.8786010742188,1.0014102745974618,ztf_20190621192581_000634_zr_c10_o.fits,50.0,ZTF_r,58655.1927546,10,3,6.2,10.0,1.0,26.200399,1.5281e-06,0.020483,0.103611,3.3989e-06,-2.08e-06,26.257999,26.26394,0.034762,0.514,0.613,0.271071,4,39,2.3,21.17,1,2,634,-15.1974,-0.861059,1886.7858887830123,585.3606813934141,False
8.057600821433303,0.22325077619722905,916.5544286821671,25.71756582235422,4381.933563725115,623.83935546875,1.0013472800461476,ztf_20190614307095_000634_zi_c10_o.fits,23.0,ZTF_i,58648.3070949,10,3,6.2,10.0,1.0,25.638029,7.104e-07,0.020423,0.190704,5.7785e-06,-1.65e-06,25.681999,25.692358,0.044003,0.208,0.285,0.204379,4,39,1.48,20.43,1,3,634,34.7152,0.89667,1908.0995004523893,753.8572727331434,False
6.752144473346617,0.1928136950231012,1427.3312086849553,26.6017145556429,4161.03000546076,623.9522705078125,1.0015285240895866,ztf_20190711310046_000634_zg_c10_o.fits,21.0,ZTF_g,58675.3100579,10,3,6.2,10.0,1.0,26.181198,2.6963e-06,0.027078,-0.045349,6.228e-06,-3.76e-06,26.157,26.153854,0.029595,0.51,0.603,0.263386,4,39,1.934,20.93,1,1,634,15.2484,0.701629,1860.456589149113,789.0149191854078,False
8.767290928339431,0.25061844361120855,1563.0393744891724,40.51633644338663,4487.177966070749,623.6078491210938,1.0009756807722212,ztf_20190817190382_000634_zg_c10_o.fits,17.0,ZTF_g,58712.1903935,10,3,6.2,10.0,1.0,26.182352,4.7046e-06,0.033907,-0.008401,1.18174e-05,-6.87e-06,26.179001,26.177471,0.03397,0.495,0.581,0.246123,4,39,2.418,20.49,1,1,634,10.596,-0.974656,1902.2997273621775,795.3823692859155,False
28.48444660689668,0.7988392432938312,6123.243674976568,97.56701860339992,5960.380211011847,623.6604614257812,1.0010601306994884,ztf_20200601292373_000634_zr_c10_o.fits,2.0,ZTF_r,59001.2934028,10,3,6.4,9.5,1.0,28.752458,8.315e-07,0.014952,0.103819,1.8398e-06,-1.13e-06,28.808001,28.816295,0.031933,0.515,0.615,0.271787,4,39,1.755,21.85,1,2,634,33.7767,0.740135,1927.6802380379936,798.0188540623644,False
5.550627074552912,0.1551702571003677,722.6025866617132,17.448450298834402,3915.981826557151,623.8286743164062,1.0013301353393358,ztf_20190602298333_000634_zi_c10_o.fits,13.0,ZTF_i,58636.2983333,10,3,6.2,10.0,1.0,25.626571,8.489e-07,0.02235,0.191122,6.9909e-06,-1.98e-06,25.67,25.680617,0.044881,0.207,0.283,0.203643,4,39,1.317,21.06,1,3,634,-41.4892,-0.0152716,1862.3482937588328,787.0660607824243,False
8.43334080840492,0.23034971558346098,337.86567626083115,28.61879569786368,4438.930769342007,623.8719482421875,1.001399595894362,ztf_20190515419595_000634_zg_c10_o.fits,26.0,ZTF_g,58618.4196181,10,3,6.2,10.0,1.0,25.412834,9.5992e-06,0.0437,-0.05122,2.7327e-05,-1.501e-05,25.389,25.384708,0.045168,0.48,0.549,0.22302,4,39,1.608,20.22,1,1,634,10.6578,0.852863,1869.5311467999688,792.4220446452506,False
7.2312777218465705,0.20019107415718335,553.2599460089754,25.58772028797797,4246.704985589282,623.8697509765625,1.0013960689832464,ztf_20190514358600_000634_zr_c10_o.fits,35.0,ZTF_r,58617.3586574,10,3,6.2,10.0,1.0,26.180398,1.766e-06,0.022106,0.104011,3.9443e-06,-2.42e-06,26.237,26.244151,0.035608,0.517,0.613,0.268388,4,39,1.655,21.18,1,2,634,21.2671,0.756089,1877.0613827338263,785.3732445267558,False
5.384904651378703,0.14912215557119493,1370.7521189748286,20.159733963904326,3878.086050809421,623.84521484375,1.0013566851424558,ztf_20190711354306_000634_zg_c10_o.fits,25.0,ZTF_g,58675.3543056,10,3,6.2,10.0,1.0,26.142938,2.2004e-06,0.024842,-0.040747,4.9383e-06,-3.02e-06,26.121,26.118053,0.02716,0.514,0.611,0.269464,4,39,1.768,21.27,1,1,634,3.06813,0.705976,1866.4094562391335,774.9077953528147,False
6.635294275886942,0.18347713946129163,158.02354698053838,22.44820353904504,4139.238803135597,623.9522705078125,1.0015285240895866,ztf_20190515441238_000634_zg_c10_o.fits,28.0,ZTF_g,58618.4412384,10,3,6.2,10.0,1.0,24.584141,1.4899e-05,0.044409,-0.049364,4.6579e-05,-2.464e-05,24.5595,24.558024,0.045492,0.472,0.529,0.199859,4,39,1.671,19.71,1,1,634,4.31698,0.854631,1870.566668035364,790.228747862047,False
7.569042493706026,0.20832002768128113,1380.7874273523491,38.0463186421611,4303.616222629384,623.7391357421875,1.0011864137113764,ztf_20190821264630_000634_zg_c10_o.fits,11.0,ZTF_g,58716.2646412,10,3,6.2,10.0,1.0,26.114806,4.586e-06,0.03366,-0.013243,1.15337e-05,-6.69e-06,26.108999,26.107125,0.033819,0.494,0.58,0.247399,4,39,2.683,20.45,1,1,634,8.97007,-0.72874,1876.5137142136969,781.18186791757,False
3.9012629217097943,0.10808335531673864,1456.280679118448,15.359516431209254,3475.242642627165,623.9564819335938,1.0015352840025582,ztf_20190727226562_000634_zg_c10_o.fits,47.0,ZTF_g,58691.2265741,10,3,6.2,10.0,1.0,26.153094,2.0216e-06,0.023783,-0.049841,4.5085e-06,-2.76e-06,26.125999,26.122558,0.027331,0.514,0.613,0.270228,4,39,1.956,21.71,1,1,634,-32.9087,-0.2877,1874.2798948525572,797.8512415805903,False
3.8512845913102196,0.11011530002258345,237.91977679864192,18.56723979723944,3458.990198813056,623.8052978515625,1.0012926129238564,ztf_20190505402234_000634_zg_c10_o.fits,36.0,ZTF_g,58608.4022685,10,3,6.2,10.0,1.0,26.184442,2.6321e-06,0.027152,-0.062332,5.8935e-06,-3.6e-06,26.153,26.14632,0.031924,0.514,0.612,0.269372,4,39,2.581,21.41,1,1,634,-39.3519,0.00227613,1867.202339061813,777.0078328738336,False
4.640191246958691,0.13605573821662598,1335.1550909715488,16.64132501262832,3692.078022643956,623.93505859375,1.0015008966191814,ztf_20190608271100_000634_zr_c10_o.fits,17.0,ZTF_r,58642.2711111,10,3,6.2,10.0,1.0,26.231165,1.2413e-06,0.018684,0.099547,2.7432e-06,-1.69e-06,26.285999,26.292437,0.032846,0.518,0.616,0.271378,4,39,1.623,21.71,1,2,634,6.08674,0.280406,1880.8481829712848,757.6521208511316,False
11.111977595404303,0.31313543312417225,548.3264085500805,38.658859141289625,4783.45509282352,623.4429931640625,1.0007110644688002,ztf_20190515336481_000634_zr_c10_o.fits,27.0,ZTF_r,58618.3364931,10,3,6.2,10.0,1.0,25.991648,2.5426e-06,0.026574,0.103938,5.694e-06,-3.48e-06,26.049,26.055249,0.038538,0.515,0.612,0.268525,4,39,1.639,20.45,1,2,634,34.2776,0.846009,1866.2229228005453,792.6798066510457,False
3.5741142556001955,0.0999905777853709,1165.2316368161014,14.110266811566355,3365.8670590438815,624.0626220703125,1.0017056534033908,ztf_20190605455498_000634_zg_c10_o.fits,30.0,ZTF_g,58639.4554977,10,3,6.2,10.0,1.0,26.152728,1.9168e-06,0.02322,-0.079522,4.2599e-06,-2.61e-06,26.111,26.103922,0.031664,0.514,0.614,0.270718,4,39,1.785,21.96,1,1,634,-32.3821,0.0523751,1873.4979226314524,738.4724119070643,False
5.951388692996476,0.16789934626130668,565.6993746022563,19.94526581358056,4003.0353459436838,623.709716796875,1.001139192290329,ztf_20200715307778_000634_zi_c10_o.fits,2.0,ZTF_i,59045.3078241,10,3,6.4,9.5,1.0,25.7516,6.94e-07,0.020188,0.194384,5.7413e-06,-1.62e-06,25.797001,25.806527,0.044249,0.207,0.283,0.202563,4,39,1.616,21.05,1,3,634,-16.4102,-0.286112,1898.5473811706822,794.5939051044174,False
11.166981311464234,0.31153062481818916,1435.7295522557222,45.90276780325894,4789.798502053387,623.7189331054688,1.0011539857230638,ztf_20190717186516_000634_zg_c10_o.fits,12.0,ZTF_g,58681.1865394,10,3,6.2,10.0,1.0,26.213616,4.5735e-06,0.032087,-0.029469,1.22603e-05,-6.91e-06,26.198,26.197001,0.032825,0.487,0.564,0.234819,4,39,2.018,20.32,1,1,634,13.3384,-0.999261,1896.782308247996,798.0203354596599,False
3.388341805503021,0.094831807861025,1346.6061001638834,13.732315949829019,3299.115360648436,624.0337524414062,1.0016593137101224,ztf_20190608387106_000634_zg_c10_o.fits,37.0,ZTF_g,58642.3871181,10,3,6.2,10.0,1.0,26.225915,1.7842e-06,0.02243,-0.074247,3.9767e-06,-2.44e-06,26.187,26.180424,0.030115,0.514,0.613,0.270655,4,39,1.876,22.04,1,1,634,-23.6935,0.292603,1888.197901972022,768.1813262549147,False
3.9367864183659464,0.06121791411986558,1482.3018618480537,16.66830639083524,3486.617840770758,624.9889526367188,1.0031925403478632,ztf_20190709319398_000634_zg_c10_o.fits,22.0,ZTF_g,58673.3193981,10,3,6.2,10.0,1.0,26.205928,2.2387e-06,0.024978,-0.063781,5.0078e-06,-3.06e-06,26.173,26.166895,0.030313,0.514,0.612,0.26929,4,39,2.127,21.72,1,1,634,-0.830664,0.486225,1894.9231779275297,792.308603763853,False
8.744959429386059,0.24475514666204184,1780.1922945565793,29.762692390126254,4484.412443945232,624.0043334960938,1.001612092289075,ztf_20190718282257_000634_zr_c10_o.fits,37.0,ZTF_r,58682.2822917,10,3,6.2,10.0,1.0,26.226524,1.7063e-06,0.021761,0.10012,3.8194e-06,-2.34e-06,26.281,26.28781,0.034578,0.515,0.612,0.268404,4,39,1.547,20.94,1,2,634,27.4556,-0.982089,1891.1185622910732,790.7873684702537,False
4.866397903522559,0.14004321516047782,1728.8784108420348,17.400886081533585,3751.691104255,624.0406494140625,1.0016703842922352,ztf_20190629303866_000634_zr_c10_o.fits,34.0,ZTF_r,58663.3039005,10,3,6.2,10.0,1.0,26.19823,1.392e-06,0.019724,0.099591,3.0918e-06,-1.9e-06,26.253,26.259375,0.033404,0.515,0.614,0.270706,4,39,1.54,21.63,1,2,634,-30.7049,-0.147994,1908.6640951245693,658.9742501534492,False
7.763676496511636,0.21592765207089157,498.210714466325,27.09795436521487,4335.396300036505,623.77880859375,1.001250094050963,ztf_20200729252731_000634_zi_c10_o.fits,1.0,ZTF_i,59059.2527315,10,3,6.4,9.5,1.0,25.768177,7.129e-07,0.020514,0.190809,5.8741e-06,-1.66e-06,25.812,25.822161,0.043876,0.207,0.283,0.203265,4,39,1.659,20.56,1,3,634,23.2449,0.692705,1900.6993555465187,807.1723079297046,False
4.771894261068953,0.1321569435859712,108.42453305779014,16.575998285364523,3727.1596467681557,623.9803466796875,1.0015735901760634,ztf_20190427469549_000634_zr_c10_o.fits,41.0,ZTF_r,58600.4695833,10,3,6.2,10.0,1.0,26.22484,1.4821e-06,0.020212,0.097974,3.2788e-06,-2.02e-06,26.278999,26.285203,0.033224,0.518,0.616,0.269142,4,39,1.466,21.68,1,2,634,19.4971,-0.449857,1861.9239240287882,870.2173029244915,False
5.702610355108483,0.16019998008736674,731.0303106320772,17.358411853445222,3949.945962809247,624.048828125,1.0016835122391654,ztf_20200517333391_000634_zi_c10_o.fits,37.0,ZTF_i,58986.333912,10,3,6.4,9.5,1.0,25.745368,1.6329e-06,0.031019,0.188993,1.34014e-05,-3.8e-06,25.792999,25.798971,0.049408,0.208,0.284,0.203483,4,39,1.239,21.12,1,3,634,-29.4571,-0.248706,1904.813080452153,829.8551212190531,False
