,obsmjd,mag,mag_err,fid
1108,59036.2763,19.27519989013672,0.117078997194767,2
1109,59036.2763,19.27519989013672,0.117078997194767,2
1110,59039.1912,19.532400131225586,0.11950299888849258,1
1111,59039.2342,19.328100204467773,0.09619499742984772,2
1113,59039.1912,19.532400131225586,0.11950299888849258,1
1114,59039.2342,19.328100204467773,0.09619499742984772,2
1115,59039.3095,19.289600372314453,0.10455799847841263,2
1116,59042.2493,19.204500198364258,0.11042899638414383,2
1117,59042.2493,19.204500198364258,0.11042899638414383,2
1118,59042.3013,19.557199478149414,0.12825800478458405,1
1119,59045.2293,19.22279930114746,0.1029599979519844,2
1121,59045.2615,19.508800506591797,0.1288979947566986,1
1122,59045.2293,19.22279930114746,0.1029599979519844,2
1123,59045.2615,19.508800506591797,0.1288979947566986,1
1125,59048.2474,19.29949951171875,0.10924600064754486,2
1126,59048.2474,19.29949951171875,0.10924600064754486,2
1129,59051.3122,19.55590057373047,0.11522900313138962,1
1132,59054.2899,19.580900192260742,0.13143199682235718,1
1133,59054.3521,19.24049949645996,0.10161100327968597,2
1134,59054.2899,19.580900192260742,0.13143199682235718,1
1135,59054.3521,19.24049949645996,0.10161100327968597,2
1136,59057.2695,19.647600173950195,0.13689899444580078,1
1137,59057.2695,19.647600173950195,0.13689899444580078,1
1138,59057.3328,19.33099937438965,0.12024799734354019,2
1141,59063.1874,19.36009979248047,0.1699109971523285,2
1143,59063.2328,19.76959991455078,0.24068500101566315,1
1144,59063.1874,19.36009979248047,0.1699109971523285,2
1146,59063.2328,19.76959991455078,0.24068500101566315,1
1147,59066.1938,19.84040069580078,0.22773100435733795,1
1148,59066.1938,19.84040069580078,0.22773100435733795,1
1149,59066.2383,19.407899856567383,0.16224299371242523,2
1151,59069.177,19.73430061340332,0.14168600738048553,1
1152,59069.177,19.73430061340332,0.14168600738048553,1
1153,59069.2167,19.545799255371094,0.09999299794435501,2
1154,59072.1926,19.3169002532959,0.13579800724983215,2
1155,59072.2274,19.61280059814453,0.1391959935426712,1
1156,59072.1926,19.3169002532959,0.13579800724983215,2
1157,59072.2274,19.61280059814453,0.1391959935426712,1
1159,59075.193,19.657100677490234,0.17304599285125732,1
1160,59075.193,19.657100677490234,0.17304599285125732,1
1161,59075.2159,19.42289924621582,0.11426299810409546,2
1163,59078.1848,19.540800094604492,0.13210399448871613,2
1164,59078.1848,19.540800094604492,0.13210399448871613,2
1165,59078.2081,19.73040008544922,0.15795199573040009,1
1167,59081.2038,19.396499633789062,0.14390699565410614,2
1168,59081.2347,19.699399948120117,0.1690939962863922,1
1169,59081.2038,19.396499633789062,0.14390699565410614,2
1170,59081.2347,19.699399948120117,0.1690939962863922,1
1174,59095.1549,19.570600509643555,0.1544329971075058,2
1175,59095.2047,19.43910026550293,0.2560569941997528,1
1176,59096.1946,19.631500244140625,0.1586260050535202,2
1177,59096.2272,19.104999542236328,0.09476800262928009,3
