,filter,instrument,mjd,magpsf,sigmamagpsf,alert
369,r,P48+ZTF,58691.186851900005,18.106311974862198,0.010845268304975,False
370,r,P48+ZTF,58633.35364580001,18.6555817220729,0.018890138123576,False
371,r,P48+ZTF,58635.28660880001,18.5256392659251,0.013492869288196001,False
372,r,P48+ZTF,58612.4221,19.886632919311523,0.18479187786579127,True
373,g,P48+ZTF,58642.3871,18.42791557312012,0.05932217836380005,True
374,g,P48+ZTF,58657.2155,18.306039810180664,0.07037296146154404,True
375,r,P48+ZTF,58734.1446,18.33833312988281,0.06549389660358429,True
376,r,P48+ZTF,58873.5351,18.71132469177246,0.09189141541719437,True
377,g,P48+ZTF,58876.5363,18.88167381286621,0.12504330277442932,True
378,r,P48+ZTF,58876.5746,18.71492576599121,0.09898914396762848,True
379,g,P48+ZTF,58885.4668,18.900320053100586,0.21621695160865784,True
380,r,P48+ZTF,58885.5435,18.700735092163086,0.12035059928894044,True
381,g,P48+ZTF,58891.4747,18.91238021850586,0.17054438591003418,True
382,r,P48+ZTF,58894.5409,18.606794357299805,0.07678617537021637,True
383,g,P48+ZTF,58894.5593,18.821033477783203,0.12828007340431213,True
384,r,P48+ZTF,58898.5238,18.621660232543945,0.0785476490855217,True
385,g,P48+ZTF,58898.5617,18.90471839904785,0.10543960332870483,True
386,r,P48+ZTF,58904.5242,18.68901824951172,0.10175076127052307,True
387,g,P48+ZTF,58904.5525,18.87722587585449,0.12800072133541107,True
388,r,P48+ZTF,58908.5139,18.66895866394043,0.08256169408559799,True
389,r,P48+ZTF,58911.5038,18.777647018432614,0.101841039955616,True
390,g,P48+ZTF,58911.5374,18.95224380493164,0.11508788168430327,True
391,g,P48+ZTF,58914.4641,18.92080307006836,0.11340946704149245,True
392,r,P48+ZTF,58914.53599999999,18.74835777282715,0.08321009576320648,True
393,g,P48+ZTF,58936.4984,19.08559226989746,0.12088655680418015,True
394,r,P48+ZTF,58936.507000000005,18.787843704223636,0.10484781861305237,True
395,g,P48+ZTF,58943.4437,19.11634063720703,0.15573665499687195,True
396,r,P48+ZTF,58943.4815,18.824752807617188,0.09898003190755844,True
397,r,P48+ZTF,58953.4565,18.89847755432129,0.09571100771427156,True
398,g,P48+ZTF,58954.4326,19.15301322937012,0.13044685125350952,True
399,r,P48+ZTF,58956.4855,19.302553176879886,0.21013353765010834,True
400,r,P48+ZTF,58961.458,18.90289878845215,0.10104402154684068,True
401,g,P48+ZTF,58964.3825,19.20757484436035,0.1041695550084114,True
402,r,P48+ZTF,58964.4227,18.95819091796875,0.08463427424430847,True
403,r,P48+ZTF,58967.3831,18.982650756835934,0.10313458740711212,True
404,g,P48+ZTF,58967.4363,19.291057586669922,0.15515953302383426,True
405,r,P48+ZTF,58970.4143,19.060546875,0.10053400695323944,True
406,g,P48+ZTF,58970.4645,19.30366516113281,0.10941117256879808,True
407,r,P48+ZTF,58973.35400000001,18.958194732666016,0.11375456303358078,True
408,g,P48+ZTF,58973.4642,19.29973602294922,0.1119588389992714,True
409,r,P48+ZTF,58980.3144,19.050973892211914,0.1211056336760521,True
410,g,P48+ZTF,58980.3986,19.302215576171875,0.17961493134498596,True
411,r,P48+ZTF,58984.4021,19.09530258178711,0.09358546882867813,True
412,r,P48+ZTF,58985.3781,19.05504608154297,0.10991893708705902,True
413,g,P48+ZTF,58985.4211,19.401342391967773,0.13217829167842865,True
414,r,P48+ZTF,58986.2952,19.08006477355957,0.09239400178194046,True
415,g,P48+ZTF,58986.3967,19.30453872680664,0.08495394885540009,True
416,r,P48+ZTF,58987.3315,19.096660614013672,0.08895636349916458,True
417,g,P48+ZTF,58987.43,19.395267486572266,0.11349444836378098,True
418,r,P48+ZTF,58991.2731,19.015491485595703,0.10005205869674684,True
419,g,P48+ZTF,58991.3187,19.32871627807617,0.10843363404273987,True
420,r,P48+ZTF,58992.294,19.02659034729004,0.08312831819057465,True
421,g,P48+ZTF,58992.333,19.343135833740234,0.11859039962291718,True
422,g,P48+ZTF,58994.415,19.32004737854004,0.10981306433677672,True
423,r,P48+ZTF,58995.2751,19.077056884765625,0.08101179450750351,True
424,g,P48+ZTF,58995.3201,19.3701286315918,0.11407463252544404,True
425,r,P48+ZTF,58996.3103,19.13576316833496,0.08943222463130951,True
426,r,P48+ZTF,58997.2986,19.156343460083008,0.08458957821130753,True
427,g,P48+ZTF,58997.3831,19.43338394165039,0.09275789558887483,True
428,g,P48+ZTF,58998.3626,19.341772079467773,0.10083097964525224,True
429,r,P48+ZTF,58999.3367,19.120502471923828,0.11203215271234512,True
430,g,P48+ZTF,58999.401,19.378023147583008,0.14210771024227142,True
431,r,P48+ZTF,59000.3943,19.09906768798828,0.109775111079216,True
432,g,P48+ZTF,59001.3932,19.348459243774414,0.14490292966365814,True
433,g,P48+ZTF,59004.2213,19.236608505249023,0.21266837418079376,True
434,r,P48+ZTF,59004.2875,19.14810943603516,0.13188144564628598,True
435,r,P48+ZTF,59009.3622,19.21295738220215,0.15733759105205536,True
436,g,P48+ZTF,59012.3125,19.44582176208496,0.10435201227664948,True
437,g,P48+ZTF,59015.3097,19.554014205932614,0.13856416940689087,True
438,r,P48+ZTF,59015.3176,19.14044761657715,0.11830054968595505,True
439,g,P48+ZTF,59018.3389,19.53375625610352,0.12654520571231842,True
440,r,P48+ZTF,59024.2424,19.161460876464844,0.08867742121219635,True
441,g,P48+ZTF,59027.2364,19.54659652709961,0.15810060501098633,True
442,r,P48+ZTF,59027.2882,19.17413711547852,0.09500649571418762,True
443,g,P48+ZTF,59030.3505,19.55994415283203,0.19066187739372253,True
444,r,P48+ZTF,59033.3323,19.355018615722656,0.18919076025485992,True
445,r,P48+ZTF,59036.2763,19.275197982788086,0.11707903444766997,True
446,g,P48+ZTF,59039.1912,19.53240203857422,0.1195027232170105,True
447,r,P48+ZTF,59039.2342,19.328123092651367,0.0961950346827507,True
448,r,P48+ZTF,59039.3095,19.289621353149414,0.1045575588941574,True
449,r,P48+ZTF,59042.2493,19.20454406738281,0.11042886972427368,True
450,g,P48+ZTF,59042.3013,19.55718994140625,0.12825824320316315,True
451,r,P48+ZTF,59045.2293,19.222843170166016,0.10296007245779036,True
452,g,P48+ZTF,59045.2615,19.508840560913086,0.12889765202999115,True
453,r,P48+ZTF,59048.2474,19.299455642700195,0.10924643278121947,True
454,g,P48+ZTF,59051.3122,19.555883407592773,0.11522863060235974,True
455,g,P48+ZTF,59054.2899,19.58086585998535,0.13143204152584076,True
456,r,P48+ZTF,59054.3521,19.240455627441406,0.10161098092794417,True
457,g,P48+ZTF,59057.2695,19.64763069152832,0.13689923286437988,True
458,r,P48+ZTF,59057.3328,19.33098030090332,0.1202475279569626,True
459,r,P48+ZTF,59063.1874,19.360149383544922,0.1699109524488449,True
460,r,P48+ZTF,59066.2383,19.40791893005371,0.16224294900894165,True
461,g,P48+ZTF,59069.177,19.734333038330078,0.14168570935726166,True
462,r,P48+ZTF,59069.2167,19.545827865600586,0.09999330341815947,True
463,r,P48+ZTF,59072.1926,19.316909790039066,0.1357981115579605,True
464,g,P48+ZTF,59072.2274,19.612770080566406,0.13919644057750702,True
465,g,P48+ZTF,59075.193,19.657146453857425,0.17304600775241852,True
466,r,P48+ZTF,59075.2159,19.422927856445312,0.11426343023777008,True
467,r,P48+ZTF,59078.1848,19.540802001953125,0.13210389018058774,True
468,g,P48+ZTF,59078.2081,19.73040580749512,0.15795238316059113,True
469,r,P48+ZTF,59081.2038,19.396509170532227,0.1439065784215927,True
470,g,P48+ZTF,59081.2347,19.699363708496094,0.1690938025712967,True
471,r,P48+ZTF,59095.1549,19.570629119873047,0.15443317592144012,True
472,i,P48+ZTF,59096.2272,19.10499763488769,0.09476806968450546,True
473,i,P48+ZTF,59096.2435,19.061786651611328,0.10622549057006836,True
474,r,P48+ZTF,58612.4221,19.886600494384766,0.18479199707508087,True
475,r,P48+ZTF,58612.4221,19.886600494384766,0.18479199707508087,True
476,g,P48+ZTF,58642.3871,18.42790031433105,0.05932199954986572,True
477,g,P48+ZTF,58642.3871,18.42790031433105,0.05932199954986572,True
478,g,P48+ZTF,58657.2155,18.30599975585937,0.07037299871444702,True
479,g,P48+ZTF,58657.2155,18.30599975585937,0.07037299871444702,True
480,g,P48+ZTF,58691.2266,18.27510070800781,0.06891199946403502,True
481,r,P48+ZTF,58734.1446,18.33830070495605,0.06549400091171265,True
482,r,P48+ZTF,58734.1446,18.33830070495605,0.06549400091171265,True
483,g,P48+ZTF,58851.5497,18.927000045776367,0.35288000106811523,True
484,g,P48+ZTF,58854.5587,18.847400665283203,0.21009500324726105,True
485,r,P48+ZTF,58873.5351,18.711299896240234,0.09189099818468094,True
486,g,P48+ZTF,58876.5363,18.88170051574707,0.12504300475120544,True
487,g,P48+ZTF,58876.5363,18.885400772094727,0.12405499815940856,True
488,r,P48+ZTF,58876.5746,18.71489906311035,0.09898900240659714,True
489,g,P48+ZTF,58879.5046,18.9419002532959,0.18927599489688876,True
490,r,P48+ZTF,58879.5409,18.706100463867188,0.2002899944782257,True
491,g,P48+ZTF,58885.4668,18.900299072265625,0.21621699631214145,True
492,g,P48+ZTF,58885.4668,18.900299072265625,0.21621699631214145,True
493,r,P48+ZTF,58885.5435,18.70070075988769,0.12035100162029265,True
494,r,P48+ZTF,58888.5103,18.837799072265625,0.21859200298786166,True
495,g,P48+ZTF,58891.4747,18.912399291992188,0.17054399847984314,True
496,r,P48+ZTF,58894.5409,18.606800079345703,0.07678599655628204,True
497,r,P48+ZTF,58894.5409,18.606800079345703,0.07678599655628204,True
498,g,P48+ZTF,58894.5593,18.82099914550781,0.12827999889850614,True
499,r,P48+ZTF,58898.5238,18.621700286865234,0.07854799926280975,True
500,r,P48+ZTF,58898.5238,18.621700286865234,0.07854799926280975,True
501,g,P48+ZTF,58898.5617,18.904699325561523,0.10543999820947647,True
502,r,P48+ZTF,58904.5242,18.68899917602539,0.10175099968910216,True
503,r,P48+ZTF,58904.5242,18.68899917602539,0.10175099968910216,True
504,g,P48+ZTF,58904.5525,18.877199172973636,0.12800100445747375,True
505,r,P48+ZTF,58908.5139,18.66900062561035,0.08256199955940248,True
506,r,P48+ZTF,58911.5038,18.7775993347168,0.101841002702713,True
507,r,P48+ZTF,58911.5038,18.7775993347168,0.101841002702713,True
508,g,P48+ZTF,58911.5374,18.952199935913086,0.11508800089359285,True
509,g,P48+ZTF,58914.4641,18.920799255371094,0.11340899765491486,True
510,r,P48+ZTF,58908.5139,18.66900062561035,0.08256199955940248,True
511,g,P48+ZTF,58914.4641,18.920799255371094,0.11340899765491486,True
512,r,P48+ZTF,58914.53599999999,18.74839973449707,0.08320999890565872,True
513,g,P48+ZTF,58936.4984,19.085599899291992,0.12088699638843535,True
514,g,P48+ZTF,58936.4984,19.085599899291992,0.12088699638843535,True
515,r,P48+ZTF,58936.507000000005,18.787799835205078,0.1048479974269867,True
516,g,P48+ZTF,58939.4656,18.601299285888672,0.2550620138645172,True
517,g,P48+ZTF,58943.4437,19.116300582885746,0.1557369977235794,True
518,g,P48+ZTF,58943.4437,19.116300582885746,0.1557369977235794,True
519,r,P48+ZTF,58943.4815,18.824800491333008,0.09898000210523604,True
520,r,P48+ZTF,58953.4565,18.898500442504886,0.09571100026369096,True
521,r,P48+ZTF,58953.4565,18.898500442504886,0.09571100026369096,True
522,g,P48+ZTF,58954.4326,19.152999877929688,0.13044700026512146,True
523,r,P48+ZTF,58956.4855,19.302600860595703,0.21013399958610532,True
524,r,P48+ZTF,58961.458,18.90290069580078,0.10104399919509888,True
525,g,P48+ZTF,58964.3825,19.207599639892575,0.10417000204324722,True
526,g,P48+ZTF,58964.3825,19.207599639892575,0.10417000204324722,True
527,r,P48+ZTF,58964.4227,18.958200454711914,0.08463399857282639,True
528,r,P48+ZTF,58967.3831,18.98270034790039,0.10313499718904497,True
529,r,P48+ZTF,58967.3831,18.98270034790039,0.10313499718904497,True
530,g,P48+ZTF,58967.4363,19.291099548339844,0.15515999495983124,True
531,r,P48+ZTF,58970.4143,19.06049919128418,0.10053399950265884,True
532,r,P48+ZTF,58970.4143,19.06049919128418,0.10053399950265884,True
533,g,P48+ZTF,58970.4645,19.303699493408203,0.10941100120544434,True
534,r,P48+ZTF,58973.35400000001,18.958200454711914,0.113755002617836,True
535,r,P48+ZTF,58973.35400000001,18.958200454711914,0.113755002617836,True
536,g,P48+ZTF,58973.4642,19.299699783325195,0.11195900291204453,True
537,r,P48+ZTF,58980.3144,19.051000595092773,0.12110599875450136,True
538,r,P48+ZTF,58980.3144,19.051000595092773,0.12110599875450136,True
539,g,P48+ZTF,58980.3986,19.30220031738281,0.17961500585079193,True
540,r,P48+ZTF,58984.4021,19.09530067443848,0.09358499944210052,True
541,r,P48+ZTF,58985.3781,19.05500030517578,0.1099189966917038,True
542,r,P48+ZTF,58985.3781,19.05500030517578,0.1099189966917038,True
543,g,P48+ZTF,58985.4211,19.40130043029785,0.13217799365520475,True
544,r,P48+ZTF,58986.2952,19.08009910583496,0.09239400178194046,True
545,r,P48+ZTF,58986.2952,19.08009910583496,0.09239400178194046,True
546,g,P48+ZTF,58986.3967,19.304500579833984,0.08495400100946426,True
547,r,P48+ZTF,58987.3315,19.09670066833496,0.08895599842071532,True
548,r,P48+ZTF,58987.3315,19.09670066833496,0.08895599842071532,True
549,g,P48+ZTF,58987.43,19.395299911499023,0.11349400132894515,True
550,r,P48+ZTF,58991.2731,19.015499114990234,0.10005199909210204,True
551,g,P48+ZTF,58991.3187,19.32869911193848,0.10843399912118913,True
552,r,P48+ZTF,58991.2731,19.015499114990234,0.10005199909210204,True
553,g,P48+ZTF,58991.3187,19.32869911193848,0.10843399912118913,True
554,r,P48+ZTF,58992.294,19.026599884033203,0.08312799781560898,True
555,r,P48+ZTF,58992.294,19.026599884033203,0.08312799781560898,True
556,g,P48+ZTF,58992.333,19.34309959411621,0.11858999729156496,True
557,g,P48+ZTF,58994.415,19.31999969482422,0.10981299728155136,True
558,r,P48+ZTF,58995.2751,19.07710075378418,0.08101200312376022,True
559,r,P48+ZTF,58995.2751,19.07710075378418,0.08101200312376022,True
560,g,P48+ZTF,58995.3201,19.370100021362305,0.11407499760389328,True
561,r,P48+ZTF,58996.3103,19.135799407958984,0.0894320011138916,True
562,r,P48+ZTF,58997.2986,19.156299591064453,0.08459000289440155,True
563,r,P48+ZTF,58997.2986,19.156299591064453,0.08459000289440155,True
564,g,P48+ZTF,58997.3831,19.433399200439453,0.09275799989700316,True
565,g,P48+ZTF,58998.3626,19.341800689697266,0.10083100199699402,True
566,r,P48+ZTF,58999.3367,19.120500564575195,0.11203200370073317,True
567,r,P48+ZTF,58999.3367,19.120500564575195,0.11203200370073317,True
568,g,P48+ZTF,58999.401,19.378000259399414,0.1421079933643341,True
569,r,P48+ZTF,59000.3943,19.09910011291504,0.10977499932050704,True
570,g,P48+ZTF,59001.3932,19.348499298095703,0.1449030041694641,True
571,g,P48+ZTF,59004.2213,19.23660087585449,0.21266800165176392,True
572,g,P48+ZTF,59004.2213,19.23660087585449,0.21266800165176392,True
573,r,P48+ZTF,59004.2875,19.148099899291992,0.1318809986114502,True
574,g,P48+ZTF,59005.2248,19.41629981994629,0.3096010088920593,True
575,r,P48+ZTF,59009.3622,19.21299934387207,0.1573379933834076,True
576,g,P48+ZTF,59012.3125,19.44580078125,0.10435199737548828,True
577,g,P48+ZTF,59015.3097,19.554000854492188,0.13856400549411774,True
578,r,P48+ZTF,59015.3176,19.140399932861328,0.11830099672079085,True
579,g,P48+ZTF,59015.3097,19.554000854492188,0.13856400549411774,True
580,r,P48+ZTF,59015.3176,19.140399932861328,0.11830099672079085,True
581,g,P48+ZTF,59018.3389,19.53380012512207,0.1265449970960617,True
582,r,P48+ZTF,59024.2424,19.161500930786133,0.08867699652910233,True
583,g,P48+ZTF,59024.2906,19.436599731445312,0.22096900641918185,True
584,r,P48+ZTF,59024.2424,19.161500930786133,0.08867699652910233,True
585,g,P48+ZTF,59024.2906,19.436599731445312,0.22096900641918185,True
586,g,P48+ZTF,59027.2364,19.546600341796875,0.15810100734233856,True
587,g,P48+ZTF,59027.2364,19.546600341796875,0.15810100734233856,True
588,r,P48+ZTF,59027.2882,19.17410087585449,0.09500599652528764,True
589,g,P48+ZTF,59030.3505,19.55990028381348,0.19066199660301208,True
590,r,P48+ZTF,59033.3323,19.354999542236328,0.18919099867343905,True
591,g,P48+ZTF,59034.2285,19.65010070800781,0.2359039932489395,True
592,r,P48+ZTF,59036.2763,19.27519989013672,0.117078997194767,True
593,r,P48+ZTF,59036.2763,19.27519989013672,0.117078997194767,True
594,g,P48+ZTF,59039.1912,19.532400131225586,0.11950299888849257,True
595,r,P48+ZTF,59039.2342,19.328100204467773,0.09619499742984773,True
596,g,P48+ZTF,59039.1912,19.532400131225586,0.11950299888849257,True
597,r,P48+ZTF,59039.2342,19.328100204467773,0.09619499742984773,True
598,r,P48+ZTF,59039.3095,19.289600372314453,0.10455799847841264,True
599,r,P48+ZTF,59042.2493,19.204500198364254,0.11042899638414384,True
600,r,P48+ZTF,59042.2493,19.204500198364254,0.11042899638414384,True
601,g,P48+ZTF,59042.3013,19.557199478149414,0.12825800478458405,True
602,r,P48+ZTF,59045.2293,19.22279930114746,0.1029599979519844,True
603,g,P48+ZTF,59045.2615,19.5088005065918,0.1288979947566986,True
604,r,P48+ZTF,59045.2293,19.22279930114746,0.1029599979519844,True
605,g,P48+ZTF,59045.2615,19.5088005065918,0.1288979947566986,True
606,r,P48+ZTF,59048.2474,19.29949951171875,0.10924600064754486,True
607,r,P48+ZTF,59048.2474,19.29949951171875,0.10924600064754486,True
608,g,P48+ZTF,59051.3122,19.55590057373047,0.11522900313138963,True
609,g,P48+ZTF,59054.2899,19.580900192260746,0.13143199682235718,True
610,r,P48+ZTF,59054.3521,19.24049949645996,0.10161100327968596,True
611,g,P48+ZTF,59054.2899,19.580900192260746,0.13143199682235718,True
612,r,P48+ZTF,59054.3521,19.24049949645996,0.10161100327968596,True
613,g,P48+ZTF,59057.2695,19.647600173950195,0.13689899444580078,True
614,g,P48+ZTF,59057.2695,19.647600173950195,0.13689899444580078,True
615,r,P48+ZTF,59057.3328,19.33099937438965,0.1202479973435402,True
616,r,P48+ZTF,59063.1874,19.36009979248047,0.1699109971523285,True
617,g,P48+ZTF,59063.2328,19.76959991455078,0.24068500101566315,True
618,r,P48+ZTF,59063.1874,19.36009979248047,0.1699109971523285,True
619,g,P48+ZTF,59063.2328,19.76959991455078,0.24068500101566315,True
620,g,P48+ZTF,59066.1938,19.84040069580078,0.22773100435733795,True
621,g,P48+ZTF,59066.1938,19.84040069580078,0.22773100435733795,True
622,r,P48+ZTF,59066.2383,19.407899856567386,0.16224299371242526,True
623,g,P48+ZTF,59069.177,19.73430061340332,0.14168600738048553,True
624,g,P48+ZTF,59069.177,19.73430061340332,0.14168600738048553,True
625,r,P48+ZTF,59069.2167,19.545799255371094,0.099992997944355,True
626,r,P48+ZTF,59072.1926,19.3169002532959,0.13579800724983215,True
627,g,P48+ZTF,59072.2274,19.61280059814453,0.1391959935426712,True
628,r,P48+ZTF,59072.1926,19.3169002532959,0.13579800724983215,True
629,g,P48+ZTF,59072.2274,19.61280059814453,0.1391959935426712,True
630,g,P48+ZTF,59075.193,19.657100677490234,0.17304599285125732,True
631,g,P48+ZTF,59075.193,19.657100677490234,0.17304599285125732,True
632,r,P48+ZTF,59075.2159,19.42289924621582,0.11426299810409545,True
633,r,P48+ZTF,59078.1848,19.54080009460449,0.13210399448871613,True
634,r,P48+ZTF,59078.1848,19.54080009460449,0.13210399448871613,True
635,g,P48+ZTF,59078.2081,19.73040008544922,0.15795199573040009,True
636,r,P48+ZTF,59081.2038,19.396499633789066,0.14390699565410614,True
637,g,P48+ZTF,59081.2347,19.69939994812012,0.1690939962863922,True
638,r,P48+ZTF,59081.2038,19.396499633789066,0.14390699565410614,True
639,g,P48+ZTF,59081.2347,19.69939994812012,0.1690939962863922,True
640,r,P48+ZTF,59095.1549,19.570600509643555,0.1544329971075058,True
641,g,P48+ZTF,59095.2047,19.43910026550293,0.2560569941997528,True
642,r,P48+ZTF,59096.1946,19.631500244140625,0.1586260050535202,True
643,i,P48+ZTF,59096.2272,19.104999542236328,0.09476800262928008,True
644,UVW1,Swift,58659.7886999999,18.72,0.08,True
645,U,Swift,58659.7906999998,18.31,0.09,True
646,B,Swift,58659.7916999999,18.15,0.12,True
647,UVW2,Swift,58659.792899999804,19.09,0.08,True
648,UVW2,Swift,58659.794600000096,19.08,0.08,True
649,V,Swift,58659.7974999999,17.86,0.19,True
650,UVM2,Swift,58659.8018,19.02,0.07,True
651,UVW1,Swift,58672.4528000001,18.88,0.09,True
652,U,Swift,58672.45379999981,18.44,0.09,True
653,B,Swift,58672.4542999999,18.31,0.12,True
654,UVW2,Swift,58672.45550000019,19.48,0.09,True
655,V,Swift,58672.4569999999,17.75,0.16,True
656,UVM2,Swift,58672.4589,19.28,0.07,True
657,UVW1,Swift,58678.267299999905,19.11,0.11,True
658,U,Swift,58678.2681,18.5,0.11,True
659,B,Swift,58678.2686000001,17.9,0.11,True
660,UVW2,Swift,58678.2697999999,19.48,0.1,True
661,V,Swift,58678.2710000002,17.8,0.19,True
662,UVM2,Swift,58678.272799999904,19.45,0.09,True
663,B,Swift,58688.41000000019,18.09,0.18,True
664,UVW2,Swift,58688.4114000001,19.26,0.12,True
665,V,Swift,58688.4128000001,17.94,0.28,True
666,UVM2,Swift,58688.414799999904,19.26,0.12,True
667,UVW1,Swift,58688.4748,19.61,0.15,True
668,U,Swift,58688.475699999806,19.21,0.18,True
669,UVW1,Swift,58693.68759999981,18.7,0.07,True
670,U,Swift,58693.6894,18.5,0.09,True
671,B,Swift,58693.6900999998,18.05,0.1,True
672,UVW2,Swift,58693.6913999999,19.3,0.07,True
673,V,Swift,58693.6941,17.76,0.15,True
674,UVM2,Swift,58693.6957,19.09,0.07,True
675,UVW1,Swift,58705.7481,18.73,0.1,True
676,U,Swift,58705.7497,18.38,0.11,True
677,B,Swift,58705.7505000001,17.98,0.12,True
678,UVW2,Swift,58705.7527999999,19.29,0.09,True
679,V,Swift,58705.7552,17.64,0.18,True
680,UVM2,Swift,58705.7587000001,19.14,0.08,True
681,UVW1,Swift,58712.4134,18.88,0.1,True
682,U,Swift,58712.41429999981,18.61,0.14,True
683,B,Swift,58712.414799999904,18.48,0.2,True
684,UVW2,Swift,58712.4164999998,19.37,0.09,True
685,V,Swift,58712.4177999999,17.89,0.2,True
686,UVM2,Swift,58712.419999999904,19.16,0.08,True
687,B,Swift,58659.79178099999,18.242603,0.11717013,True
688,B,Swift,58672.454372,18.29212,0.1131583,True
689,B,Swift,58678.268665999996,17.971829999999997,0.11200022,True
690,B,Swift,58683.763028999994,18.16819,0.18873303,True
691,B,Swift,58688.410061,18.263262,0.17922793,True
692,B,Swift,58693.690179,18.167279999999998,0.10298708,True
693,B,Swift,58705.750576,18.100149,0.12102044,True
694,B,Swift,58707.273271000005,18.104937,0.10719431,True
695,B,Swift,58712.414917999995,18.425857999999998,0.16117795,True
696,B,Swift,58719.556617999995,18.121798000000002,0.18195246,True
697,B,Swift,58724.335726,18.095732,0.1223539,True
698,B,Swift,58729.581161,18.315672,0.20068169,True
699,B,Swift,58734.432284,18.192970000000003,0.11346459,True
700,B,Swift,58750.42963200001,18.375969,0.12289985,True
701,UVM2,Swift,58659.801861,19.065607,0.08681594599999999,True
702,UVM2,Swift,58672.459023,19.343756,0.087666035,True
703,UVM2,Swift,58678.272927,19.535785999999998,0.10288633,True
704,UVM2,Swift,58683.76632,19.206392,0.15220675,True
705,UVM2,Swift,58688.414939999995,19.304686,0.12701605,True
706,UVM2,Swift,58693.695769000005,19.136242000000003,0.081027955,True
707,UVM2,Swift,58705.758760000004,19.18705,0.097072586,True
708,UVM2,Swift,58707.28413099999,19.236713,0.088830806,True
709,UVM2,Swift,58712.420124000004,19.216601999999998,0.09457153800000001,True
710,UVM2,Swift,58719.560444,19.238426,0.13741647,True
711,UVM2,Swift,58724.341094,19.400576,0.092904948,True
712,UVM2,Swift,58729.918265,19.488274,0.13305801,True
713,UVM2,Swift,58734.443096,19.562826,0.09942431,True
714,UVM2,Swift,58750.434259,19.647606,0.084877223,True
715,UVM2,Swift,59007.690095000005,20.32732,0.15164712,True
716,UVW1,Swift,58659.788801,18.750013,0.09662414300000001,True
717,UVW1,Swift,58672.452852999995,18.91057,0.096822955,True
718,UVW1,Swift,58678.267365,19.13899,0.12141421,True
719,UVW1,Swift,58683.83098099999,18.927661999999998,0.10437633,True
720,UVW1,Swift,58688.408578999995,18.996994,0.15004952,True
721,UVW1,Swift,58693.687754,18.737217,0.08664947699999999,True
722,UVW1,Swift,58705.748187,18.700976999999998,0.10347875,True
723,UVW1,Swift,58707.270101,18.789179,0.09617120800000001,True
724,UVW1,Swift,58712.413475,18.931499,0.10842649,True
725,UVW1,Swift,58719.55545299999,19.095551,0.17199579999999998,True
726,UVW1,Swift,58724.334074,19.18919,0.11770212,True
727,UVW1,Swift,58729.579565,19.224297,0.12369327,True
728,UVW1,Swift,58734.429166999995,19.202446,0.12010989,True
729,UVW1,Swift,58750.428347,19.229052,0.09904937400000001,True
730,UVW1,Swift,59007.690095000005,20.051571,0.14463167,True
731,UVW2,Swift,58659.794713,19.108751,0.09379267699999999,True
732,UVW2,Swift,58672.45559,19.486481,0.10134917,True
733,UVW2,Swift,58678.269873000005,19.655743,0.12122616,True
734,UVW2,Swift,58683.76405700001,19.502901,0.16543466,True
735,UVW2,Swift,58688.411506,19.327896,0.13354847,True
736,UVW2,Swift,58693.691472000006,19.354584,0.09214019,True
737,UVW2,Swift,58705.752935000004,19.335875,0.10957572,True
738,UVW2,Swift,58707.276396,19.343969,0.09933345800000001,True
739,UVW2,Swift,58712.416553999996,19.434927,0.10580643,True
740,UVW2,Swift,58719.557744000005,19.659048000000002,0.17177425,True
741,UVW2,Swift,58724.337263,19.374479,0.101391,True
742,UVW2,Swift,58729.914907000006,19.694052,0.16817872,True
743,UVW2,Swift,58734.435355999994,19.791573,0.11743566,True
744,UVW2,Swift,58750.431,19.862637,0.10306040000000001,True
745,UVW2,Swift,59007.690095000005,20.336237,0.11962118,True
746,U,Swift,58659.79076900001,18.325232,0.097748637,True
747,U,Swift,58672.453876,18.526505,0.10001575,True
748,U,Swift,58678.268222000006,18.555342,0.11753001,True
749,U,Swift,58683.76265599999,18.638399,0.18535799,True
750,U,Swift,58688.409546,18.42461,0.14733407,True
751,U,Swift,58693.689475,18.514758999999998,0.095200911,True
752,U,Swift,58705.749763,18.391745,0.11087659,True
753,U,Swift,58707.272195000005,18.416176,0.099212125,True
754,U,Swift,58712.41439500001,18.559835,0.12345038,True
755,U,Swift,58719.55621,18.223999,0.14840581,True
756,U,Swift,58724.335168,18.43228,0.11010879,True
757,U,Swift,58729.580637,18.692541000000002,0.13048047,True
758,U,Swift,58734.431226,18.488216,0.10414004,True
759,U,Swift,58750.429169,18.699741,0.10508538,True
760,U,Swift,59007.690095000005,19.535429,0.12017627,True
761,V,Swift,58659.797638,17.896245999999998,0.1689634,True
762,V,Swift,58672.457141,18.104001999999998,0.17872331,True
763,V,Swift,58678.271147,18.019234,0.20007767,True
764,V,Swift,58683.765071,18.002487,0.30967346,True
765,V,Swift,58688.412937,18.117838,0.27170774,True
766,V,Swift,58693.694219000005,17.826971,0.14086673,True
767,V,Swift,58705.755286,17.72427,0.17136867,True
768,V,Swift,58707.279511,18.030967999999998,0.17628694,True
769,V,Swift,58712.417880999994,17.990265,0.18945429,True
770,V,Swift,58719.558858000004,17.565239000000002,0.22343127,True
771,V,Swift,58724.338880999996,17.895567,0.16952622,True
772,V,Swift,58729.916147,18.236206,0.33871013,True
773,V,Swift,58734.438420000006,17.810152,0.1572174,True
