wavelength,transmission
5252,9.528E-06
5254,1.2096E-05
5256,1.4664E-05
5258,1.7232E-05
5260,1.98E-05
5262,1.8274E-05
5264,1.6748E-05
5266,1.5222E-05
5268,1.3696E-05
5270,1.217E-05
5272,1.0578E-05
5274,8.986E-06
5276,7.394E-06
5278,5.802E-06
5280,4.21E-06
5282,9.282E-06
5284,1.4354E-05
5286,1.9426E-05
5288,2.4498E-05
5290,2.957E-05
5292,2.714E-05
5294,2.471E-05
5296,2.228E-05
5298,1.985E-05
5300,1.742E-05
5302,2.0056E-05
5304,2.2692E-05
5306,2.5328E-05
5308,2.7964E-05
5310,3.06E-05
5312,2.6082E-05
5314,2.1564E-05
5316,1.7046E-05
5318,1.2528E-05
5320,8.01E-06
5322,7.508E-06
5324,7.006E-06
5326,6.504E-06
5328,6.002E-06
5330,5.5E-06
5332,9.016E-06
5334,1.2532E-05
5336,1.6048E-05
5338,1.9564E-05
5340,2.308E-05
5342,2.3328E-05
5344,2.3576E-05
5346,2.3824E-05
5348,2.4072E-05
5350,2.432E-05
5352,2.0512E-05
5354,1.6704E-05
5356,1.2896E-05
5358,9.088E-06
5360,5.28E-06
5362,9.24E-06
5364,1.32E-05
5366,1.716E-05
5368,2.112E-05
5370,2.508E-05
5372,2.4584E-05
5374,2.4088E-05
5376,2.3592E-05
5378,2.3096E-05
5380,2.26E-05
5382,2.6632E-05
5384,3.0664E-05
5386,3.4696E-05
5388,3.8728E-05
5390,4.276E-05
5392,4.065E-05
5394,3.854E-05
5396,3.643E-05
5398,3.432E-05
5400,3.221E-05
5402,3.184E-05
5404,3.147E-05
5406,3.11E-05
5408,3.073E-05
5410,3.036E-05
5412,2.455E-05
5414,1.874E-05
5416,1.293E-05
5418,7.12E-06
5420,1.31E-06
5422,4.196E-06
5424,7.082E-06
5426,9.968E-06
5428,1.2854E-05
5430,1.574E-05
5432,1.5764E-05
5434,1.5788E-05
5436,1.5812E-05
5438,1.5836E-05
5440,1.586E-05
5442,1.449E-05
5444,1.312E-05
5446,1.175E-05
5448,1.038E-05
5450,9.01E-06
5452,1.1496E-05
5454,1.3982E-05
5456,1.6468E-05
5458,1.8954E-05
5460,2.144E-05
5462,1.9602E-05
5464,1.7764E-05
5466,1.5926E-05
5468,1.4088E-05
5470,1.225E-05
5472,1.2514E-05
5474,1.2778E-05
5476,1.3042E-05
5478,1.3306E-05
5480,1.357E-05
5482,1.2558E-05
5484,1.1546E-05
5486,1.0534E-05
5488,9.522E-06
5490,8.51E-06
5492,1.24E-05
5494,1.629E-05
5496,2.018E-05
5498,2.407E-05
5500,2.796E-05
5502,2.3968E-05
5504,1.9976E-05
5506,1.5984E-05
5508,1.1992E-05
5510,8E-06
5512,7.314E-06
5514,6.628E-06
5516,5.942E-06
5518,5.256E-06
5520,4.57E-06
5522,1.2028E-05
5524,1.9486E-05
5526,2.6944E-05
5528,3.4402E-05
5530,4.186E-05
5532,3.8324E-05
5534,3.4788E-05
5536,3.1252E-05
5538,2.7716E-05
5540,2.418E-05
5542,2.379E-05
5544,2.34E-05
5546,2.301E-05
5548,2.262E-05
5550,2.223E-05
5552,2.0138E-05
5554,1.8046E-05
5556,1.5954E-05
5558,1.3862E-05
5560,1.177E-05
5562,1.0232E-05
5564,8.694E-06
5566,7.156E-06
5568,5.618E-06
5570,4.08E-06
5572,1.0076E-05
5574,1.6072E-05
5576,2.2068E-05
5578,2.8064E-05
5580,3.406E-05
5582,2.9904E-05
5584,2.5748E-05
5586,2.1592E-05
5588,1.7436E-05
5590,1.328E-05
5592,1.194E-05
5594,1.06E-05
5596,9.26E-06
5598,7.92E-06
5600,6.58E-06
5602,9.838E-06
5604,1.3096E-05
5606,1.6354E-05
5608,1.9612E-05
5610,2.287E-05
5612,2.1752E-05
5614,2.0634E-05
5616,1.9516E-05
5618,1.8398E-05
5620,1.728E-05
5622,1.5932E-05
5624,1.4584E-05
5626,1.3236E-05
5628,1.1888E-05
5630,1.054E-05
5632,1.1204E-05
5634,1.1868E-05
5636,1.2532E-05
5638,1.3196E-05
5640,1.386E-05
5642,1.8134E-05
5644,2.2408E-05
5646,2.6682E-05
5648,3.0956E-05
5650,3.523E-05
5652,3.189E-05
5654,2.855E-05
5656,2.521E-05
5658,2.187E-05
5660,1.853E-05
5662,1.552E-05
5664,1.251E-05
5666,9.5E-06
5668,6.49E-06
5670,3.48E-06
5672,3.946E-06
5674,4.412E-06
5676,4.878E-06
5678,5.344E-06
5680,5.81E-06
5682,1.1142E-05
5684,1.6474E-05
5686,2.1806E-05
5688,2.7138E-05
5690,3.247E-05
5692,2.7478E-05
5694,2.2486E-05
5696,1.7494E-05
5698,1.2502E-05
