5495.68704	3.1708E-06
5511.88704	4.7852E-06
5528.08704	3.6464E-06
5544.28704	1.06932E-05
5560.48704	5.40808E-05
5576.68704	0.0002337388
5592.88704	0.0007161932
5609.08704	0.001566704
5625.28704	0.0027447256
5641.48704	0.004174408
5657.68704	0.00574594
5673.88704	0.007276128
5690.08704	0.008513444
5706.28704	0.009296212
5722.48704	0.009571972
5738.68704	0.009665912
5754.88704	0.010251224
5771.08704	0.01142792
5787.28704	0.012711052
5803.48704	0.013694864
5819.68704	0.014094332
5835.88704	0.014008348
5852.08704	0.013903812
5868.28704	0.014004512
5884.48704	0.014275256
5900.68704	0.014684368
5916.88704	0.015209908
5933.08704	0.0157143
5949.2838	0.015952932
5965.48704	0.01588532
5981.68704	0.01567658
5997.88704	0.015414828
6014.08704	0.0151044
6030.28704	0.014798816
6046.48704	0.014602572
6062.68704	0.014577196
6078.88704	0.014737732
6095.0838	0.015069392
6111.28704	0.015531412
6127.48704	0.016122796
6143.68704	0.016871928
6159.88704	0.017540224
6176.08704	0.01763802
6192.28704	0.017070452
6208.48704	0.01615164
6224.68704	0.015270656
6240.88704	0.014861704
6257.08704	0.015081576
6273.28704	0.015800656
6289.48704	0.01672342
6305.68704	0.017414712
6321.88704	0.017757156
6338.08704	0.01795496
6354.28704	0.018160092
6370.48704	0.018453068
6386.68704	0.018793972
6402.8838	0.019029572
6419.08704	0.019098704
6435.28704	0.019038384
6451.48704	0.018914412
6467.68704	0.018814996
6483.88704	0.018780104
6500.08704	0.018801288
6516.28704	0.01888852
6532.48704	0.01906796
6548.68704	0.01926604
6564.8838	0.019311204
6581.08704	0.019086164
6597.2838	0.018539676
6613.48704	0.017791028
6629.68704	0.017122796
6645.88704	0.01671646
6662.08704	0.016637796
6678.28704	0.01678038
6694.48704	0.016875604
6710.68704	0.016770492
6726.88704	0.01644008
6743.08704	0.015981568
6759.28704	0.01560642
6775.48704	0.015468
6791.68704	0.015651284
6807.88704	0.016117848
6824.08704	0.01670792
6840.28704	0.01723982
6856.48704	0.017520476
6872.6838	0.01747688
6888.88704	0.017159152
6905.08704	0.016678768
6921.28704	0.016201396
6937.48704	0.015850916
6953.68704	0.015704008
6969.88704	0.015766844
6986.08704	0.01597598
7002.28704	0.016241092
7018.48704	0.0164498
7034.6838	0.016530072
7050.88704	0.016453896
7067.08704	0.016255196
7083.28704	0.016027268
7099.48704	0.01584748
7115.68704	0.015773008
7131.88704	0.015821924
7148.08704	0.015973388
7164.28704	0.016190704
7180.48704	0.016423296
7196.68704	0.016625432
7212.8838	0.016758344
7229.08704	0.016816036
7245.28704	0.016825324
7261.48704	0.016819804
7277.68704	0.016838012
7293.88704	0.016908724
7310.08704	0.01705018
7326.28704	0.017268708
7342.4838	0.01755786
7358.6838	0.017882656
7374.88704	0.018180712
7391.08704	0.01840558
7407.28704	0.018528532
7423.48704	0.01853486
7439.68704	0.018425072
7455.88704	0.018245324
7472.08704	0.018085884
7488.2838	0.01801764
7504.4838	0.018088196
7520.68704	0.018297348
7536.88704	0.018597528
7553.08704	0.018927112
7569.28704	0.01921308
7585.48704	0.019396256
7601.68704	0.019434496
7617.88704	0.019347848
